CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
6647,POCSO,4,1,1
6648,IPC,326,1,1
6649,IPC,380,1,1
6650,IPC,326,1,1
6651,IPC,66D-ITACT,1,1
6652,IPC,420,1,1
6653,IPC,363,1,1
6654,IPC,323,1,1
6655,IPC,498A,1,1
6656,BNS,109,1,1
6657,POCSO,4,1,1
6658,ARMS,27,1,1
6659,IPC,379,1,1
6660,IPC,380,1,1
6661,IPC,420,1,1
6662,IPC,420,1,1
6663,IPC,363,1,1
6664,IPC,379,1,1
6665,IPC,304,1,1
6666,IPC,66D-ITACT,1,1
6667,IPC,66D-ITACT,1,1
6668,IPC,144,1,1
6669,IPC,147,1,1
6670,IPC,379A,1,1
6671,IPC,379,1,1
6672,IPC,354,1,1
6673,IPC,363,1,1
6674,IPC,323,1,1
6675,IPC,379,1,1
6676,IPC,406,1,1
6677,IPC,420,1,1
6678,IPC,323,1,1
6679,IPC,326,1,1
6680,IPC,323,1,1
6681,IPC,363,1,1
6682,IPC,380,1,1
6683,IPC,147,1,1
6684,IPC,363,1,1
6685,IPC,379A,1,1
6686,IPC,354,1,1
6687,IPC,304,1,1
6688,IPC,392,1,1
6689,IPC,395,1,1
6690,IPC,406,1,1
6691,IPC,304,1,1
6692,IPC,420,1,1
6693,IPC,323,1,1
6694,IPC,380,1,1
6695,IPC,379,1,1
6696,IPC,144,1,1
6697,IPC,323,1,1
6698,IPC,380,1,1
6699,IPC,307,1,1
6700,IPC,379,1,1
6701,IPC,323,1,1
6702,IPC,406,1,1
6703,IPC,379,1,1
6704,IPC,323,1,1
6705,IPC,379,1,1
6706,IPC,66D-ITACT,1,1
6707,IPC,379,1,1
6708,IPC,66D-ITACT,1,1
6709,IPC,66D-ITACT,1,1
6710,IPC,379A,1,1
6711,IPC,436,1,1
6712,IPC,379,1,1
6713,IPC,326,1,1
6714,IPC,323,1,1
6715,IPC,376,1,1
6716,NDPS,20,1,1
6717,POCSO,4,1,1
6718,IPC,406,1,1
6719,IPC,420,1,1
6720,IPC,380,1,1
6721,IPC,66D-ITACT,1,1
6722,IPC,323,1,1
6723,IPC,489A,1,1
6724,IPC,379,1,1
6725,IPC,302,1,1
6725,BNS,103,2,2
6726,IPC,323,1,1
6727,IPC,379,1,1
6728,IPC,323,1,1
6729,ARMS,27,1,1
6730,IPC,379A,1,1
6731,IPC,304B,1,1
6732,NDPS,20,1,1
6733,IPC,379A,1,1
6734,IPC,66D-ITACT,1,1
6735,IPC,363,1,1
6736,IPC,379A,1,1
6737,IPC,144,1,1
6738,IPC,379,1,1
6739,IPC,66D-ITACT,1,1
6740,IPC,406,1,1
6741,ARMS,25,1,1
6741,ARMS,27,2,2
6742,IPC,144,1,1
6743,IPC,498A,1,1
6744,IPC,323,1,1
6745,IPC,406,1,1
6746,IPC,379A,1,1
6747,IPC,379,1,1
6748,IPC,144,1,1
6749,IPC,302,1,1
6750,IPC,379,1,1
6751,IPC,66D-ITACT,1,1
6752,IPC,379,1,1
6753,IPC,420,1,1
6754,IPC,379A,1,1
6755,IPC,406,1,1
6756,IPC,304,1,1
6757,IPC,144,1,1
6758,IPC,380,1,1
6759,IPC,379,1,1
6760,IPC,376,1,1
6761,IPC,379,1,1
6762,IPC,326,1,1
6763,IPC,406,1,1
6764,IPC,323,1,1
6765,POCSO,4,1,1
6766,IPC,323,1,1
6767,IPC,420,1,1
6768,IPC,66D-ITACT,1,1
6769,IPC,66D-ITACT,1,1
6770,IPC,323,1,1
6771,IPC,420,1,1
6772,IPC,395,1,1
6773,IPC,392,1,1
6774,IPC,379A,1,1
6775,IPC,379,1,1
6776,IPC,379,1,1
6777,IPC,379A,1,1
6778,IPC,380,1,1
6779,IPC,379,1,1
6780,IPC,379,1,1
6781,BNS,109,1,1
6782,IPC,323,1,1
6783,IPC,147,1,1
6784,IPC,144,1,1
6785,IPC,354,1,1
6786,IPC,376,1,1
6787,IPC,144,1,1
6788,IPC,147,1,1
6789,IPC,304,1,1
6790,IPC,363,1,1
6791,IPC,489A,1,1
6792,NDPS,20,1,1
6793,IPC,326,1,1
6794,IPC,379A,1,1
6795,IPC,406,1,1
6796,IPC,489A,1,1
6797,IPC,380,1,1
6798,IPC,323,1,1
6799,ARMS,27,1,1
6800,IPC,66D-ITACT,1,1
6801,IPC,392,1,1
6802,IPC,66D-ITACT,1,1
6803,IPC,144,1,1
6804,IPC,395,1,1
6805,IPC,376,1,1
6805,BNS,64,2,2
6806,IPC,354,1,1
6807,IPC,420,1,1
6808,IPC,66D-ITACT,1,1
6809,IPC,379,1,1
6810,IPC,323,1,1
6811,IPC,498A,1,1
6812,IPC,379A,1,1
6813,IPC,66D-ITACT,1,1
6814,IPC,406,1,1
6815,IPC,354,1,1
6816,IPC,66D-ITACT,1,1
6817,IPC,323,1,1
6818,IPC,379,1,1
6819,IPC,66D-ITACT,1,1
6820,POCSO,4,1,1
6821,IPC,380,1,1
6822,IPC,379,1,1
6823,IPC,379,1,1
6824,IPC,66D-ITACT,1,1
6825,IPC,380,1,1
6826,IPC,379A,1,1
6827,IPC,379,1,1
6828,IPC,379,1,1
6829,IPC,302,1,1
6829,BNS,103,2,2
6830,IPC,379,1,1
6831,IPC,379,1,1
6832,IPC,376,1,1
6832,BNS,64,2,2
6833,IPC,379,1,1
6834,IPC,323,1,1
6835,IPC,498A,1,1
6836,IPC,420,1,1
6837,IPC,326,1,1
6838,IPC,420,1,1
6839,IPC,420,1,1
6840,IPC,420,1,1
6841,IPC,380,1,1
6842,IPC,379,1,1
6843,IPC,323,1,1
6844,IPC,307,1,1
6844,BNS,109,2,2
6845,IPC,395,1,1
6846,IPC,420,1,1
6847,IPC,379,1,1
6848,IPC,380,1,1
6849,IPC,323,1,1
6850,IPC,379A,1,1
6851,IPC,392,1,1
6852,IPC,326,1,1
6853,IPC,379A,1,1
6854,IPC,379,1,1
6855,IPC,326,1,1
6856,IPC,379,1,1
6857,IPC,380,1,1
6858,IPC,66D-ITACT,1,1
6859,IPC,379,1,1
6860,ARMS,25,1,1
6861,IPC,379A,1,1
6862,IPC,379,1,1
6863,IPC,323,1,1
6864,NDPS,20,1,1
6865,IPC,379,1,1
6866,IPC,379,1,1
6867,IPC,326,1,1
6868,IPC,326,1,1
6869,IPC,379,1,1
6870,IPC,379,1,1
6871,IPC,406,1,1
6872,IPC,66D-ITACT,1,1
6873,IPC,379,1,1
6874,IPC,354,1,1
6875,IPC,354,1,1
6876,IPC,379,1,1
6877,IPC,354,1,1
6878,IPC,436,1,1
6879,IPC,420,1,1
6880,IPC,392,1,1
6881,IPC,379,1,1
6882,IPC,379A,1,1
6883,IPC,395,1,1
6884,IPC,326,1,1
6885,IPC,406,1,1
6886,IPC,66D-ITACT,1,1
6887,IPC,307,1,1
6888,IPC,379,1,1
6889,IPC,323,1,1
6890,IPC,420,1,1
6891,IPC,323,1,1
6892,IPC,323,1,1
6893,IPC,380,1,1
6894,IPC,498A,1,1
6895,IPC,66D-ITACT,1,1
6896,NDPS,20,1,1
6897,POCSO,4,1,1
6898,BNS,64,1,1
6899,IPC,379A,1,1
6900,IPC,66D-ITACT,1,1
6901,IPC,420,1,1
6902,IPC,304,1,1
6903,IPC,498A,1,1
6904,IPC,323,1,1
6905,IPC,144,1,1
6906,IPC,323,1,1
6907,IPC,498A,1,1
6908,IPC,498A,1,1
6909,IPC,420,1,1
6910,IPC,66D-ITACT,1,1
6911,IPC,420,1,1
6912,IPC,406,1,1
6913,IPC,66D-ITACT,1,1
6914,IPC,66D-ITACT,1,1
6915,IPC,379,1,1
6916,IPC,379,1,1
6917,IPC,66D-ITACT,1,1
6918,IPC,379,1,1
6919,IPC,406,1,1
6920,IPC,66D-ITACT,1,1
6921,NDPS,20,1,1
6922,IPC,66D-ITACT,1,1
6923,IPC,406,1,1
6924,IPC,147,1,1
6925,IPC,144,1,1
6926,IPC,380,1,1
6927,IPC,354,1,1
6928,IPC,66D-ITACT,1,1
6929,IPC,392,1,1
6930,IPC,379A,1,1
6931,IPC,379A,1,1
6932,IPC,379,1,1
6933,IPC,66D-ITACT,1,1
6934,IPC,498A,1,1
6935,IPC,498A,1,1
6936,ARMS,27,1,1
6937,ARMS,25,1,1
6937,ARMS,27,2,2
6938,IPC,354,1,1
6939,IPC,379A,1,1
6940,IPC,323,1,1
6941,POCSO,4,1,1
6942,IPC,66D-ITACT,1,1
6943,IPC,420,1,1
6944,IPC,379,1,1
6945,NDPS,20,1,1
6946,IPC,326,1,1
6947,IPC,498A,1,1
6948,IPC,380,1,1
6949,IPC,323,1,1
6950,IPC,379,1,1
6951,IPC,323,1,1
6952,IPC,392,1,1
6953,IPC,66D-ITACT,1,1
6954,IPC,380,1,1
6955,IPC,354,1,1
6956,IPC,379,1,1
6957,IPC,379,1,1
6958,IPC,379A,1,1
6959,ARMS,25,1,1
6960,ARMS,25,1,1
6961,IPC,379,1,1
6962,IPC,395,1,1
6963,IPC,323,1,1
6964,IPC,379A,1,1
6965,IPC,144,1,1
6966,IPC,323,1,1
6967,IPC,392,1,1
6968,IPC,379,1,1
6969,IPC,323,1,1
6970,IPC,326,1,1
6971,IPC,379,1,1
6972,ARMS,25,1,1
6972,ARMS,27,2,2
6973,IPC,354,1,1
6974,IPC,66D-ITACT,1,1
6975,IPC,66D-ITACT,1,1
6976,IPC,379,1,1
6977,IPC,323,1,1
6978,NDPS,20,1,1
6979,IPC,380,1,1
6980,IPC,363,1,1
6981,IPC,379,1,1
6982,IPC,379A,1,1
6983,IPC,406,1,1
6984,IPC,379,1,1
6985,BNS,64,1,1
6986,IPC,379,1,1
6987,ARMS,27,1,1
6988,IPC,323,1,1
6989,IPC,379,1,1
6990,IPC,66D-ITACT,1,1
6991,IPC,420,1,1
6992,IPC,323,1,1
6993,IPC,66D-ITACT,1,1
6994,IPC,498A,1,1
6995,IPC,380,1,1
6996,IPC,420,1,1
6997,IPC,379A,1,1
6998,IPC,323,1,1
6999,IPC,379A,1,1
7000,IPC,380,1,1
7001,IPC,66D-ITACT,1,1
7002,IPC,379,1,1
7003,POCSO,4,1,1
7004,IPC,379A,1,1
7005,IPC,380,1,1
7006,IPC,376,1,1
7007,NDPS,20,1,1
7008,IPC,326,1,1
7009,IPC,66D-ITACT,1,1
7010,IPC,379,1,1
7011,IPC,304B,1,1
7012,IPC,379,1,1
7013,IPC,420,1,1
7014,IPC,323,1,1
7015,IPC,323,1,1
7016,IPC,498A,1,1
7017,IPC,66D-ITACT,1,1
7018,IPC,379A,1,1
7019,IPC,144,1,1
7020,IPC,420,1,1
7021,BNS,64,1,1
7021,IPC,376,2,2
7022,IPC,392,1,1
7023,IPC,392,1,1
7024,IPC,323,1,1
7025,IPC,392,1,1
7026,IPC,323,1,1
7027,IPC,363,1,1
7028,NDPS,20,1,1
7029,IPC,66D-ITACT,1,1
7030,IPC,326,1,1
7031,IPC,326,1,1
7032,IPC,380,1,1
7033,IPC,406,1,1
7034,IPC,380,1,1
7035,IPC,326,1,1
7036,IPC,379,1,1
7037,IPC,304,1,1
7038,IPC,323,1,1
7039,IPC,379,1,1
7040,IPC,380,1,1
7041,IPC,323,1,1
7042,ARMS,25,1,1
7043,IPC,380,1,1
7044,IPC,379,1,1
7045,IPC,326,1,1
7046,IPC,406,1,1
7047,IPC,379,1,1
7048,BNS,64,1,1
7049,IPC,323,1,1
7050,IPC,147,1,1
7051,IPC,379,1,1
7052,IPC,323,1,1
7053,IPC,323,1,1
7054,ARMS,27,1,1
7055,IPC,380,1,1
7056,IPC,406,1,1
7057,IPC,489A,1,1
7058,IPC,420,1,1
7059,IPC,395,1,1
7060,IPC,144,1,1
7061,IPC,379,1,1
7062,IPC,436,1,1
7063,IPC,420,1,1
7064,IPC,380,1,1
7065,IPC,436,1,1
7066,IPC,302,1,1
7067,IPC,379A,1,1
7068,NDPS,20,1,1
7069,IPC,420,1,1
7070,IPC,420,1,1
7071,IPC,147,1,1
7072,IPC,498A,1,1
7073,BNS,64,1,1
7074,IPC,379A,1,1
7075,IPC,323,1,1
7076,IPC,406,1,1
7077,POCSO,4,1,1
7078,IPC,406,1,1
7079,IPC,304B,1,1
7080,IPC,307,1,1
7081,IPC,380,1,1
7082,IPC,144,1,1
7083,IPC,326,1,1
7084,IPC,326,1,1
7085,IPC,379,1,1
7086,IPC,392,1,1
7087,IPC,379A,1,1
7088,IPC,420,1,1
7089,IPC,392,1,1
7090,IPC,498A,1,1
7091,IPC,376,1,1
7091,BNS,64,2,2
7092,IPC,420,1,1
7093,IPC,379,1,1
7094,IPC,379A,1,1
7095,IPC,66D-ITACT,1,1
7096,IPC,406,1,1
7097,IPC,420,1,1
7098,IPC,147,1,1
7099,NDPS,20,1,1
7100,POCSO,4,1,1
7101,IPC,489A,1,1
7102,IPC,498A,1,1
7103,IPC,379A,1,1
7104,BNS,64,1,1
7105,IPC,420,1,1
7106,IPC,379A,1,1
7107,IPC,302,1,1
7107,BNS,103,2,2
7108,IPC,380,1,1
7109,IPC,498A,1,1
7110,IPC,323,1,1
7111,IPC,380,1,1
7112,IPC,379,1,1
7113,IPC,420,1,1
7114,BNS,103,1,1
7114,IPC,302,2,2
7115,IPC,498A,1,1
7116,IPC,379,1,1
7117,IPC,66D-ITACT,1,1
7118,IPC,326,1,1
7119,IPC,392,1,1
7120,IPC,323,1,1
7121,IPC,66D-ITACT,1,1
7122,IPC,144,1,1
7123,IPC,147,1,1
7124,IPC,326,1,1
7125,IPC,66D-ITACT,1,1
7126,IPC,498A,1,1
7127,IPC,379A,1,1
7128,IPC,326,1,1
7129,IPC,363,1,1
7130,IPC,392,1,1
7131,IPC,420,1,1
7132,IPC,363,1,1
7133,IPC,380,1,1
7134,IPC,147,1,1
7135,IPC,395,1,1
7136,IPC,144,1,1
7137,IPC,380,1,1
7138,IPC,420,1,1
7139,IPC,392,1,1
7140,IPC,66D-ITACT,1,1
7141,IPC,307,1,1
7142,IPC,379,1,1
7143,IPC,379,1,1
7144,IPC,363,1,1
7145,IPC,66D-ITACT,1,1
7146,IPC,379A,1,1
7147,IPC,420,1,1
7148,IPC,144,1,1
7149,IPC,420,1,1
7150,IPC,380,1,1
7151,IPC,323,1,1
7152,IPC,354,1,1
7153,IPC,380,1,1
7154,IPC,66D-ITACT,1,1
7155,IPC,304B,1,1
7156,IPC,379A,1,1
7157,NDPS,20,1,1
7158,IPC,420,1,1
7159,IPC,379,1,1
7160,IPC,379,1,1
7161,IPC,380,1,1
7162,IPC,395,1,1
7163,IPC,307,1,1
7164,IPC,379,1,1
7165,IPC,66D-ITACT,1,1
7166,IPC,406,1,1
7167,IPC,354,1,1
7168,IPC,420,1,1
7169,IPC,379A,1,1
7170,IPC,66D-ITACT,1,1
7171,IPC,66D-ITACT,1,1
7172,IPC,379,1,1
7173,IPC,379,1,1
7174,IPC,420,1,1
7175,IPC,379,1,1
7176,NDPS,20,1,1
7177,IPC,379A,1,1
7178,IPC,147,1,1
7179,IPC,323,1,1
7180,IPC,379,1,1
7181,IPC,323,1,1
7182,NDPS,20,1,1
7183,IPC,66D-ITACT,1,1
7184,IPC,380,1,1
7185,IPC,379A,1,1
7186,IPC,66D-ITACT,1,1
7187,IPC,379,1,1
7188,IPC,498A,1,1
7189,IPC,323,1,1
7190,NDPS,20,1,1
7191,IPC,323,1,1
7192,IPC,323,1,1
7193,IPC,379A,1,1
7194,IPC,436,1,1
7195,IPC,379A,1,1
7196,IPC,379A,1,1
7197,IPC,354,1,1
7198,IPC,379A,1,1
7199,IPC,380,1,1
7200,IPC,406,1,1
7201,IPC,323,1,1
7202,IPC,323,1,1
7203,IPC,66D-ITACT,1,1
7204,IPC,489A,1,1
7205,IPC,379,1,1
7206,IPC,379,1,1
7207,IPC,420,1,1
7208,IPC,406,1,1
7209,IPC,323,1,1
7210,IPC,66D-ITACT,1,1
7211,ARMS,27,1,1
7212,IPC,406,1,1
7213,IPC,323,1,1
7214,IPC,144,1,1
7215,IPC,379A,1,1
7216,IPC,326,1,1
7217,BNS,109,1,1
7218,IPC,66D-ITACT,1,1
7219,IPC,392,1,1
7220,IPC,304,1,1
7221,IPC,436,1,1
7222,IPC,144,1,1
7223,ARMS,25,1,1
7224,IPC,147,1,1
7225,IPC,436,1,1
7226,IPC,147,1,1
7227,IPC,304B,1,1
7228,IPC,420,1,1
7229,IPC,379,1,1
7230,IPC,379,1,1
7231,IPC,363,1,1
7232,IPC,326,1,1
7233,IPC,379,1,1
7234,IPC,406,1,1
7235,IPC,380,1,1
7236,IPC,498A,1,1
7237,IPC,147,1,1
7238,IPC,498A,1,1
7239,IPC,379A,1,1
7240,IPC,323,1,1
7241,IPC,380,1,1
7242,IPC,323,1,1
7243,IPC,392,1,1
7244,IPC,326,1,1
7245,IPC,392,1,1
7246,IPC,379A,1,1
7247,NDPS,20,1,1
7248,ARMS,27,1,1
7249,IPC,379,1,1
7250,IPC,307,1,1
7251,IPC,436,1,1
7252,ARMS,25,1,1
7253,IPC,66D-ITACT,1,1
7254,IPC,323,1,1
7255,IPC,420,1,1
7256,IPC,420,1,1
7257,IPC,323,1,1
7258,IPC,379,1,1
7259,IPC,380,1,1
7260,IPC,326,1,1
7261,IPC,354,1,1
7262,IPC,307,1,1
7263,IPC,323,1,1
7264,IPC,379,1,1
7265,IPC,147,1,1
7266,IPC,304,1,1
7267,IPC,379A,1,1
7268,IPC,379,1,1
7269,IPC,354,1,1
7270,IPC,379A,1,1
7271,IPC,379,1,1
7272,IPC,379,1,1
7273,IPC,326,1,1
7274,IPC,379,1,1
7275,IPC,380,1,1
7276,IPC,380,1,1
7277,IPC,323,1,1
7278,IPC,66D-ITACT,1,1
7279,IPC,379,1,1
7280,IPC,379A,1,1
7281,IPC,379,1,1
7282,IPC,379,1,1
7283,IPC,379,1,1
7284,IPC,379,1,1
7285,IPC,144,1,1
7286,ARMS,25,1,1
7287,IPC,66D-ITACT,1,1
7288,IPC,323,1,1
7289,IPC,66D-ITACT,1,1
7290,IPC,379,1,1
7291,IPC,376,1,1
7292,IPC,323,1,1
7293,IPC,326,1,1
7294,IPC,307,1,1
7295,IPC,354,1,1
7296,IPC,379,1,1
7297,IPC,326,1,1
7298,IPC,489A,1,1
7299,IPC,379,1,1
7300,IPC,354,1,1
7301,IPC,406,1,1
7302,IPC,323,1,1
7303,IPC,66D-ITACT,1,1
7304,IPC,498A,1,1
7305,IPC,392,1,1
7306,IPC,379,1,1
7307,IPC,379,1,1
7308,IPC,326,1,1
7309,IPC,420,1,1
7310,IPC,144,1,1
7311,BNS,103,1,1
7312,IPC,379,1,1
7313,IPC,380,1,1
7314,IPC,380,1,1
7315,IPC,66D-ITACT,1,1
7316,IPC,420,1,1
7317,IPC,379,1,1
7318,IPC,66D-ITACT,1,1
7319,IPC,498A,1,1
7320,IPC,379,1,1
7321,IPC,392,1,1
7322,IPC,323,1,1
7323,IPC,380,1,1
7324,IPC,380,1,1
7325,IPC,354,1,1
7326,IPC,406,1,1
7327,IPC,379,1,1
7328,IPC,323,1,1
7329,IPC,379A,1,1
7330,IPC,498A,1,1
7331,IPC,326,1,1
7332,ARMS,27,1,1
7333,IPC,379,1,1
7334,IPC,144,1,1
7335,IPC,376,1,1
7336,IPC,323,1,1
7337,IPC,66D-ITACT,1,1
7338,IPC,420,1,1
7339,IPC,66D-ITACT,1,1
7340,IPC,66D-ITACT,1,1
7341,IPC,498A,1,1
7342,IPC,406,1,1
7343,IPC,323,1,1
7344,IPC,323,1,1
7345,IPC,392,1,1
7346,IPC,379,1,1
7347,IPC,380,1,1
7348,IPC,326,1,1
7349,IPC,379,1,1
7350,IPC,66D-ITACT,1,1
7351,IPC,323,1,1
7352,IPC,436,1,1
7353,IPC,326,1,1
7354,IPC,323,1,1
7355,IPC,379A,1,1
7356,IPC,307,1,1
7357,BNS,64,1,1
7358,IPC,323,1,1
7359,IPC,147,1,1
7360,ARMS,25,1,1
7360,ARMS,27,2,2
7361,IPC,326,1,1
7362,BNS,103,1,1
7362,IPC,302,2,2
7363,IPC,380,1,1
7364,IPC,420,1,1
7365,IPC,326,1,1
7366,IPC,498A,1,1
7367,IPC,326,1,1
7368,IPC,363,1,1
7369,POCSO,4,1,1
7370,IPC,354,1,1
7371,IPC,66D-ITACT,1,1
7372,BNS,103,1,1
7373,IPC,66D-ITACT,1,1
7374,IPC,420,1,1
7375,IPC,379,1,1
7376,IPC,147,1,1
7377,IPC,380,1,1
7378,IPC,379,1,1
7379,ARMS,27,1,1
7380,IPC,354,1,1
7381,IPC,379,1,1
7382,IPC,379,1,1
7383,IPC,380,1,1
7384,IPC,379A,1,1
7385,IPC,326,1,1
7386,IPC,436,1,1
7387,IPC,380,1,1
7388,ARMS,27,1,1
7389,IPC,379,1,1
7390,POCSO,4,1,1
7391,IPC,354,1,1
7392,IPC,379,1,1
7393,IPC,326,1,1
7394,IPC,420,1,1
7395,IPC,323,1,1
7396,IPC,326,1,1
7397,IPC,66D-ITACT,1,1
7398,IPC,498A,1,1
7399,IPC,380,1,1
7400,IPC,354,1,1
7401,IPC,498A,1,1
7402,IPC,302,1,1
7403,IPC,379,1,1
7404,IPC,392,1,1
7405,IPC,323,1,1
7406,IPC,392,1,1
7407,IPC,392,1,1
7408,IPC,380,1,1
7409,IPC,379,1,1
7410,IPC,420,1,1
7411,IPC,498A,1,1
7412,IPC,379,1,1
7413,IPC,380,1,1
7414,BNS,103,1,1
7415,IPC,380,1,1
7416,BNS,109,1,1
7417,IPC,379,1,1
7418,NDPS,20,1,1
7419,IPC,420,1,1
7420,IPC,323,1,1
7421,ARMS,25,1,1
7422,IPC,380,1,1
7423,NDPS,20,1,1
7424,IPC,380,1,1
7425,ARMS,27,1,1
7426,IPC,323,1,1
7427,IPC,363,1,1
7428,IPC,354,1,1
7429,IPC,304B,1,1
7430,IPC,363,1,1
7431,IPC,498A,1,1
7432,IPC,379A,1,1
7433,IPC,326,1,1
7434,IPC,392,1,1
7435,IPC,66D-ITACT,1,1
7436,IPC,66D-ITACT,1,1
7437,IPC,379,1,1
7438,IPC,354,1,1
7439,IPC,326,1,1
7440,IPC,66D-ITACT,1,1
7441,IPC,406,1,1
7442,IPC,326,1,1
7443,IPC,379A,1,1
7444,IPC,66D-ITACT,1,1
7445,IPC,326,1,1
7446,IPC,420,1,1
7447,IPC,304B,1,1
7448,IPC,379,1,1
7449,IPC,420,1,1
7450,IPC,420,1,1
7451,BNS,64,1,1
7452,IPC,354,1,1
7453,IPC,406,1,1
7454,IPC,489A,1,1
7455,IPC,323,1,1
7456,IPC,379A,1,1
7457,IPC,147,1,1
7458,BNS,109,1,1
7459,IPC,420,1,1
7460,IPC,354,1,1
7461,IPC,380,1,1
7462,IPC,147,1,1
7463,IPC,498A,1,1
7464,IPC,380,1,1
7465,IPC,379A,1,1
7466,NDPS,20,1,1
7467,IPC,379,1,1
7468,IPC,420,1,1
7469,IPC,379,1,1
7470,IPC,144,1,1
7471,IPC,406,1,1
7472,IPC,498A,1,1
7473,IPC,323,1,1
7474,IPC,392,1,1
7475,IPC,144,1,1
7476,IPC,420,1,1
7477,IPC,420,1,1
7478,IPC,326,1,1
7479,IPC,323,1,1
7480,IPC,66D-ITACT,1,1
7481,IPC,379A,1,1
7482,IPC,363,1,1
7483,IPC,323,1,1
7484,IPC,66D-ITACT,1,1
7485,IPC,323,1,1
7486,IPC,144,1,1
7487,IPC,380,1,1
7488,IPC,406,1,1
7489,IPC,66D-ITACT,1,1
7490,IPC,379,1,1
7491,IPC,144,1,1
7492,IPC,323,1,1
7493,IPC,66D-ITACT,1,1
7494,IPC,406,1,1
7495,IPC,379A,1,1
7496,IPC,323,1,1
7497,IPC,354,1,1
7498,IPC,498A,1,1
7499,IPC,380,1,1
7500,IPC,498A,1,1
7501,IPC,380,1,1
7502,ARMS,25,1,1
7503,IPC,354,1,1
7504,IPC,498A,1,1
7505,IPC,392,1,1
7506,POCSO,4,1,1
7507,IPC,66D-ITACT,1,1
7508,IPC,379A,1,1
7509,IPC,380,1,1
7510,IPC,379A,1,1
7511,IPC,354,1,1
7512,IPC,66D-ITACT,1,1
7513,IPC,379,1,1
7514,POCSO,4,1,1
7515,IPC,392,1,1
7516,IPC,147,1,1
7517,IPC,379A,1,1
7518,IPC,379A,1,1
7519,ARMS,25,1,1
7520,IPC,323,1,1
7521,IPC,326,1,1
7522,IPC,379,1,1
7523,IPC,379A,1,1
7524,IPC,420,1,1
7525,IPC,66D-ITACT,1,1
7526,IPC,147,1,1
7527,IPC,406,1,1
7528,IPC,380,1,1
7529,IPC,489A,1,1
7530,IPC,380,1,1
7531,IPC,436,1,1
7532,BNS,64,1,1
7532,IPC,376,2,2
7533,IPC,420,1,1
7534,IPC,379A,1,1
7535,POCSO,4,1,1
7536,IPC,379A,1,1
7537,IPC,379A,1,1
7538,IPC,323,1,1
7539,IPC,406,1,1
7540,IPC,379A,1,1
7541,IPC,144,1,1
7542,IPC,66D-ITACT,1,1
7543,IPC,66D-ITACT,1,1
7544,NDPS,20,1,1
7545,IPC,323,1,1
7546,IPC,379,1,1
7547,IPC,380,1,1
7548,NDPS,20,1,1
7549,IPC,380,1,1
7550,IPC,323,1,1
7551,IPC,326,1,1
7552,IPC,379,1,1
7553,IPC,323,1,1
7554,IPC,379,1,1
7555,IPC,363,1,1
7556,IPC,304,1,1
7557,IPC,66D-ITACT,1,1
7558,IPC,147,1,1
7559,IPC,323,1,1
7560,IPC,380,1,1
7561,IPC,436,1,1
7562,IPC,395,1,1
7563,IPC,379,1,1
7564,IPC,323,1,1
7565,IPC,66D-ITACT,1,1
7566,IPC,66D-ITACT,1,1
7567,IPC,498A,1,1
7568,IPC,379,1,1
7569,IPC,380,1,1
7570,IPC,379A,1,1
7571,IPC,392,1,1
7572,IPC,323,1,1
7573,IPC,307,1,1
7574,IPC,379,1,1
7575,IPC,354,1,1
7576,IPC,392,1,1
7577,IPC,326,1,1
7578,IPC,498A,1,1
7579,NDPS,20,1,1
7580,IPC,323,1,1
7581,NDPS,20,1,1
7582,IPC,379,1,1
7583,IPC,379A,1,1
7584,IPC,379,1,1
7585,IPC,406,1,1
7586,IPC,307,1,1
7586,BNS,109,2,2
7587,IPC,323,1,1
7588,IPC,379,1,1
7589,IPC,363,1,1
7590,IPC,379,1,1
7591,IPC,380,1,1
7592,IPC,420,1,1
7593,IPC,379,1,1
7594,IPC,354,1,1
7595,IPC,326,1,1
7596,IPC,498A,1,1
7597,IPC,380,1,1
7598,IPC,66D-ITACT,1,1
7599,IPC,323,1,1
7600,IPC,379,1,1
7601,IPC,380,1,1
7602,IPC,406,1,1
7603,IPC,326,1,1
7604,IPC,392,1,1
7605,IPC,379,1,1
7606,IPC,66D-ITACT,1,1
7607,IPC,380,1,1
7608,IPC,323,1,1
7609,IPC,326,1,1
7610,IPC,420,1,1
7611,IPC,379,1,1
7612,IPC,392,1,1
7613,IPC,420,1,1
7614,IPC,379,1,1
7615,IPC,379,1,1
7616,IPC,66D-ITACT,1,1
7617,IPC,420,1,1
7618,IPC,379,1,1
7619,IPC,66D-ITACT,1,1
7620,IPC,66D-ITACT,1,1
7621,IPC,323,1,1
7622,IPC,323,1,1
7623,IPC,147,1,1
7624,IPC,323,1,1
7625,IPC,420,1,1
7626,IPC,420,1,1
7627,IPC,406,1,1
7628,IPC,379A,1,1
7629,IPC,420,1,1
7630,IPC,380,1,1
7631,IPC,406,1,1
7632,IPC,498A,1,1
7633,IPC,420,1,1
7634,ARMS,27,1,1
7634,ARMS,25,2,2
7635,IPC,379,1,1
7636,IPC,354,1,1
7637,IPC,66D-ITACT,1,1
7638,IPC,326,1,1
7639,IPC,420,1,1
7640,IPC,323,1,1
7641,IPC,354,1,1
7642,IPC,379A,1,1
7643,IPC,498A,1,1
7644,IPC,498A,1,1
7645,IPC,147,1,1
