ResolvedPersonID,n_cases,n_districts,cross_jurisdiction,n_co_accused_links,community_id,dominant_crime_subhead_id
10299,2,2,True,1,1243,27
10308,2,2,True,4,54,13
10313,2,2,True,0,-1,12
10321,2,2,True,0,-1,18
10326,2,2,True,0,-1,4
10330,2,2,True,1,2053,4
10378,2,2,True,2,63,25
10390,2,2,True,1,502,1
10395,2,2,True,4,3,9
10409,2,2,True,0,-1,11
10425,2,2,True,1,1672,2
10433,2,2,True,3,1,18
10438,2,2,True,3,114,17
10441,2,2,True,2,56,24
10463,2,2,True,3,70,4
10467,2,2,True,4,31,9
10478,2,2,True,3,3,12
10496,2,2,True,1,7,18
10517,2,2,True,1,1724,18
10536,2,2,True,1,56,18
10548,2,2,True,4,68,21
10558,2,2,True,4,62,11
10563,2,2,True,3,142,18
10570,2,2,True,4,161,13
10572,2,2,True,4,27,20
10576,2,2,True,3,508,18
10590,2,2,True,4,30,14
10628,2,2,True,2,6,11
10636,2,2,True,1,815,28
10637,2,2,True,3,31,2
10641,2,2,True,1,2,18
10656,2,2,True,1,2128,12
10669,2,2,True,3,6,13
10687,2,2,True,1,510,21
10691,2,2,True,4,12,24
10728,2,2,True,1,1,9
10731,2,2,True,2,2140,17
10735,2,2,True,3,53,5
10738,2,2,True,5,142,6
10759,2,2,True,1,18,27
10769,2,2,True,4,35,5
10805,2,2,True,2,43,5
10806,2,2,True,3,43,20
10809,2,2,True,5,43,20
10835,2,2,True,0,-1,8
10837,2,2,True,3,53,18
10844,2,2,True,0,-1,4
10880,2,2,True,1,97,9
10889,2,2,True,1,294,2
10897,2,2,True,0,-1,5
10909,2,2,True,0,-1,19
10940,2,2,True,1,520,9
10955,2,2,True,5,166,18
10976,2,2,True,3,126,20
10983,2,2,True,5,68,17
10985,2,2,True,3,68,12
10998,2,2,True,2,12,8
11005,2,2,True,2,294,17
11010,2,2,True,3,3,6
11060,2,2,True,4,142,3
11071,2,2,True,1,533,4
11073,2,2,True,2,1417,24
11085,2,2,True,4,23,18
11086,2,2,True,3,23,18
11089,2,2,True,1,19,12
11109,2,2,True,2,20,10
11117,2,2,True,4,62,25
11128,2,2,True,2,114,15
11147,2,2,True,3,44,9
11168,2,2,True,4,45,18
11184,2,2,True,3,114,8
11203,2,2,True,3,51,17
11210,2,2,True,3,6,5
11211,2,2,True,4,16,12
11230,2,2,True,1,6,13
11243,2,2,True,2,2089,4
11245,2,2,True,3,45,9
11254,2,2,True,3,237,10
11264,2,2,True,1,31,18
11284,2,2,True,0,-1,12
11299,2,2,True,4,70,19
11334,2,2,True,4,12,12
11349,2,2,True,2,12,28
11352,2,2,True,6,142,12
11357,2,2,True,3,25,19
11372,2,2,True,3,19,17
11388,2,2,True,2,2871,12
11398,2,2,True,5,18,12
11419,2,2,True,4,166,9
11434,2,2,True,2,86,4
11437,2,2,True,5,58,2
11465,2,2,True,2,28,28
11495,2,2,True,3,62,12
11514,2,2,True,2,555,4
11521,2,2,True,2,166,18
11524,2,2,True,2,64,28
11526,2,2,True,2,40,13
11538,2,2,True,3,1325,20
11555,2,2,True,1,31,21
11558,2,2,True,2,135,17
11564,2,2,True,2,37,5
11567,2,2,True,5,1,4
11570,2,2,True,3,63,12
11583,2,2,True,3,52,25
11593,2,2,True,5,135,12
11596,2,2,True,1,557,24
11609,2,2,True,5,294,12
11622,2,2,True,0,-1,5
11647,2,2,True,1,44,5
11669,2,2,True,4,95,17
11672,2,2,True,0,-1,24
11676,2,2,True,3,62,18
11684,2,2,True,1,93,18
11697,2,2,True,1,10,27
11701,2,2,True,4,135,12
11702,2,2,True,3,2,4
11732,2,2,True,4,62,8
11743,2,2,True,0,-1,11
11787,2,2,True,1,3,16
11812,2,2,True,6,56,26
11830,2,2,True,1,566,17
11835,2,2,True,3,567,18
11846,2,2,True,1,570,16
11861,2,2,True,2,572,4
11867,2,2,True,2,53,4
11874,2,2,True,4,12,26
11897,2,2,True,3,80,11
11911,2,2,True,3,62,5
11914,2,2,True,3,111,13
11926,2,2,True,4,54,18
11944,2,2,True,3,62,13
11945,2,2,True,3,62,5
11990,2,2,True,0,-1,14
12020,2,2,True,0,-1,16
12022,2,2,True,4,14,8
12024,2,2,True,3,14,9
12055,2,2,True,0,-1,12
12093,2,2,True,4,582,20
12120,2,2,True,4,54,12
12130,2,2,True,2,26,4
12146,2,2,True,4,2,9
12152,2,2,True,1,114,18
12171,2,2,True,1,93,4
12176,2,2,True,0,-1,12
12200,2,2,True,2,62,5
12201,2,2,True,3,62,4
12212,2,2,True,2,221,17
12227,2,2,True,0,-1,4
12253,2,2,True,2,10,10
12273,2,2,True,1,587,18
12276,2,2,True,3,62,12
12277,2,2,True,4,62,12
12278,2,2,True,3,62,12
12301,2,2,True,3,53,8
12302,2,2,True,6,62,24
12305,2,2,True,5,62,11
12309,2,2,True,6,52,9
12315,2,2,True,1,588,18
12323,2,2,True,6,62,20
12346,2,2,True,2,62,11
12351,2,2,True,4,86,18
12366,2,2,True,6,62,24
12380,2,2,True,2,142,26
12385,2,2,True,3,135,8
12394,2,2,True,3,43,13
12397,2,2,True,3,56,12
12403,2,2,True,5,62,17
12426,2,2,True,4,161,10
12431,2,2,True,2,28,12
12434,2,2,True,3,62,5
12437,2,2,True,1,1912,12
12439,2,2,True,0,-1,25
12447,2,2,True,4,48,12
12490,2,2,True,4,63,12
12501,2,2,True,3,62,17
12527,2,2,True,0,-1,12
12552,2,2,True,3,137,15
12563,2,2,True,1,10,25
12581,2,2,True,1,73,12
12583,2,2,True,1,179,13
12584,2,2,True,3,179,13
12588,2,2,True,2,62,11
12594,2,2,True,3,62,11
12601,2,2,True,1,2,13
12610,2,2,True,0,-1,26
12626,2,2,True,4,10,5
12645,2,2,True,4,598,9
12652,2,2,True,0,-1,27
12684,2,2,True,6,62,8
12708,2,2,True,4,3,18
12732,2,2,True,3,179,4
12744,2,2,True,3,86,16
12799,2,2,True,3,114,8
12810,2,2,True,3,105,9
12856,2,2,True,3,18,8
12884,2,2,True,1,608,4
12918,2,2,True,2,59,18
12923,2,2,True,4,10,14
12929,2,2,True,4,62,12
12930,2,2,True,5,62,12
12934,2,2,True,4,62,18
12942,2,2,True,4,111,9
12954,2,2,True,2,19,20
12983,2,2,True,1,1750,8
12995,2,2,True,4,28,9
12996,2,2,True,4,28,9
12997,2,2,True,4,28,9
13009,2,2,True,2,30,18
13016,2,2,True,2,62,12
13017,2,2,True,2,610,27
13020,2,2,True,5,28,11
13047,2,2,True,1,613,12
13049,2,2,True,0,-1,20
13065,2,2,True,0,-1,24
13125,2,2,True,0,-1,20
13151,2,2,True,3,619,12
13155,2,2,True,6,54,14
13181,2,2,True,3,62,8
13190,2,2,True,0,-1,12
13191,2,2,True,3,18,8
13198,2,2,True,1,1640,20
13201,2,2,True,6,62,5
13212,2,2,True,3,135,17
13228,2,2,True,0,-1,16
13245,2,2,True,2,622,4
13247,2,2,True,1,135,28
13268,2,2,True,2,0,17
13274,2,2,True,2,19,12
13303,2,2,True,2,114,9
13324,2,2,True,4,221,24
13331,2,2,True,1,63,8
13352,2,2,True,1,12,12
13388,2,2,True,5,135,5
13395,2,2,True,5,56,12
13396,2,2,True,4,56,5
13398,2,2,True,5,111,9
13403,2,2,True,2,630,9
13450,2,2,True,3,25,12
13458,2,2,True,3,114,12
13459,2,2,True,3,70,9
13504,2,2,True,3,35,12
13533,2,2,True,1,634,12
13550,2,2,True,4,114,12
13577,2,2,True,4,62,8
13593,2,2,True,0,-1,20
13623,2,2,True,1,639,8
13632,2,2,True,0,-1,18
13660,2,2,True,1,135,12
13691,2,2,True,1,95,25
13699,2,2,True,6,3,12
13710,2,2,True,3,54,20
13742,2,2,True,4,37,20
13770,2,2,True,4,62,17
13802,2,2,True,2,64,8
13831,2,2,True,2,62,17
13852,2,2,True,6,62,10
13855,2,2,True,2,12,10
13868,2,2,True,1,646,23
13889,2,2,True,0,-1,18
13900,2,2,True,0,-1,18
13901,2,2,True,2,2020,12
13902,2,2,True,2,19,17
13948,2,2,True,2,651,12
13965,2,2,True,2,54,17
13994,2,2,True,3,3,5
14023,2,2,True,2,74,18
14037,2,2,True,3,114,18
14048,2,2,True,1,1875,24
14051,2,2,True,3,657,24
14055,2,2,True,5,135,25
14078,2,2,True,3,95,12
14149,2,2,True,2,19,18
14157,2,2,True,3,18,14
14162,2,2,True,3,74,9
14174,2,2,True,2,62,25
14180,2,2,True,4,62,9
14187,2,2,True,5,62,24
14202,2,2,True,4,51,12
14250,2,2,True,5,126,25
14253,2,2,True,2,105,13
14264,2,2,True,6,28,12
14345,2,2,True,6,10,18
14355,2,2,True,2,664,12
14356,2,2,True,3,664,12
14358,2,2,True,1,142,18
14360,2,2,True,3,665,24
14364,2,2,True,4,10,12
14368,2,2,True,2,62,12
14374,2,2,True,1,45,18
14378,2,2,True,2,10,14
14398,2,2,True,0,-1,28
14399,2,2,True,2,667,18
14410,2,2,True,3,179,20
14441,2,2,True,1,668,13
14456,2,2,True,1,1544,9
14493,2,2,True,3,19,8
14494,2,2,True,5,19,17
14513,2,2,True,1,16,8
14525,2,2,True,3,106,18
14542,2,2,True,1,27,12
14550,2,2,True,6,40,9
14557,2,2,True,5,86,18
14559,2,2,True,3,12,5
14560,2,2,True,1,62,9
14566,2,2,True,2,674,25
14596,2,2,True,4,56,12
14604,2,2,True,2,62,8
14609,2,2,True,3,62,11
14649,2,2,True,3,25,13
14653,2,2,True,0,-1,20
14684,2,2,True,2,27,20
14688,2,2,True,3,179,8
14689,2,2,True,5,179,27
14713,2,2,True,3,64,20
14720,2,2,True,1,2805,4
14729,2,2,True,3,28,3
14759,2,2,True,3,684,9
14764,2,2,True,1,870,7
14783,2,2,True,2,685,12
14793,2,2,True,2,983,8
14795,2,2,True,0,-1,24
14808,2,2,True,1,687,16
14814,2,2,True,3,62,18
14838,2,2,True,1,93,27
14843,2,2,True,0,-1,4
14873,2,2,True,3,688,12
14885,2,2,True,1,2466,9
14898,2,2,True,2,48,4
14902,2,2,True,1,1791,11
14903,2,2,True,1,1861,20
14919,2,2,True,2,23,12
14925,2,2,True,2,62,18
14942,2,2,True,0,-1,8
14948,2,2,True,3,164,17
14960,2,2,True,2,54,2
14990,2,2,True,3,693,13
15092,2,2,True,0,-1,5
15118,2,2,True,3,97,8
15129,2,2,True,4,63,4
15130,2,2,True,2,1742,22
15163,2,2,True,0,-1,11
15165,2,2,True,5,20,26
15170,2,2,True,1,701,20
15187,2,2,True,1,2209,17
15196,2,2,True,5,53,12
15217,2,2,True,1,703,5
15236,2,2,True,5,179,25
15237,2,2,True,3,44,12
15243,2,2,True,4,14,27
15254,2,2,True,0,-1,28
15325,2,2,True,5,45,20
15328,2,2,True,1,707,8
15332,2,2,True,0,-1,7
15345,2,2,True,4,23,18
15356,2,2,True,3,43,12
15362,2,2,True,3,25,8
15364,2,2,True,3,48,13
15366,2,2,True,3,43,20
15436,2,2,True,5,51,12
15437,2,2,True,3,51,15
15440,2,2,True,3,43,9
15466,2,2,True,5,70,24
15471,2,2,True,3,64,18
15493,2,2,True,2,1,11
15497,2,2,True,4,52,17
15515,2,2,True,3,12,12
15548,2,2,True,2,37,4
15567,2,2,True,3,62,17
15568,2,2,True,4,14,9
15578,2,2,True,3,30,9
15581,2,2,True,1,51,12
15589,2,2,True,0,-1,18
15602,2,2,True,3,161,12
15609,2,2,True,2,142,2
15610,2,2,True,3,142,2
15622,2,2,True,3,179,12
15648,2,2,True,0,-1,28
15650,2,2,True,3,10,27
15654,2,2,True,2,161,13
15699,2,2,True,2,43,8
15714,2,2,True,4,52,11
15718,2,2,True,1,727,18
15727,2,2,True,0,-1,11
15736,2,2,True,1,59,18
15749,2,2,True,2,0,12
15766,2,2,True,4,37,9
15771,2,2,True,2,45,20
15800,2,2,True,3,64,18
15822,2,2,True,5,0,4
15859,2,2,True,5,25,18
15863,2,2,True,1,1233,17
15876,2,2,True,2,111,6
15894,2,2,True,1,22,13
15902,2,2,True,4,48,24
15939,2,2,True,3,137,12
15942,2,2,True,1,12,18
15947,2,2,True,3,53,4
15953,2,2,True,4,14,17
15956,2,2,True,3,142,20
15970,2,2,True,4,1,9
15989,2,2,True,4,43,18
16010,2,2,True,1,54,12
16023,2,2,True,4,179,18
16033,2,2,True,2,53,2
16034,2,2,True,5,53,28
16050,2,2,True,5,70,26
16073,2,2,True,0,-1,13
16075,2,2,True,2,73,12
16089,2,2,True,3,43,9
16112,2,2,True,1,741,12
16123,2,2,True,0,-1,14
16174,2,2,True,4,0,16
16183,2,2,True,2,40,12
16195,2,2,True,2,43,12
16252,2,2,True,3,53,12
16265,2,2,True,2,751,2
16269,2,2,True,1,30,12
16279,2,2,True,1,2736,17
16287,2,2,True,4,19,5
16309,2,2,True,3,166,14
16332,2,2,True,0,-1,18
16375,2,2,True,2,135,20
16401,2,2,True,3,59,2
16402,2,2,True,3,59,2
16436,2,2,True,2,757,5
16493,2,2,True,0,-1,19
16529,2,2,True,4,68,20
16570,2,2,True,2,62,9
16578,2,2,True,3,0,13
16584,2,2,True,2,40,5
16603,2,2,True,5,14,5
16605,2,2,True,3,105,25
16614,2,2,True,0,-1,12
16617,2,2,True,5,80,12
16631,2,2,True,4,1,25
16639,2,2,True,1,2586,12
16688,2,2,True,2,63,12
16694,2,2,True,0,-1,27
16724,2,2,True,1,772,12
16729,2,2,True,5,62,8
16750,2,2,True,4,294,18
16775,2,2,True,2,44,8
16798,2,2,True,3,97,26
16823,2,2,True,1,52,13
16827,2,2,True,2,2,26
16851,2,2,True,2,780,4
16864,2,2,True,5,97,20
16875,2,2,True,2,294,18
16896,2,2,True,3,166,16
16901,2,2,True,1,783,27
16906,2,2,True,0,-1,25
16943,2,2,True,0,-1,9
16950,2,2,True,1,179,5
16961,2,2,True,1,788,8
17023,2,2,True,2,43,5
17037,2,2,True,1,43,8
17039,2,2,True,4,1,12
17062,2,2,True,4,3,12
17076,2,2,True,3,161,24
17090,2,2,True,1,54,18
17095,2,2,True,3,64,12
17143,2,2,True,0,-1,24
17187,2,2,True,2,111,17
17199,2,2,True,1,0,20
17204,2,2,True,4,31,18
17212,2,2,True,1,74,11
17218,2,2,True,2,142,9
17248,2,2,True,2,86,26
17256,2,2,True,3,63,11
17258,2,2,True,3,294,26
17273,2,2,True,6,86,12
17274,2,2,True,5,25,12
17298,2,2,True,2,20,13
17299,2,2,True,4,221,18
17316,2,2,True,2,10,18
17328,2,2,True,2,3,20
17381,2,2,True,1,798,18
17394,2,2,True,5,31,27
17419,2,2,True,5,53,14
17420,2,2,True,2,53,17
17427,2,2,True,0,-1,5
17477,2,2,True,2,804,11
17478,2,2,True,3,804,11
17519,2,2,True,3,19,9
17535,2,2,True,3,7,12
17548,2,2,True,1,2522,12
17550,2,2,True,2,2755,18
17565,2,2,True,4,166,9
17570,2,2,True,1,810,18
17587,2,2,True,2,1,18
17608,2,2,True,3,6,12
17616,2,2,True,5,43,17
17629,2,2,True,4,139,18
17632,2,2,True,3,44,27
17633,2,2,True,1,142,18
17660,2,2,True,2,166,8
17663,2,2,True,1,2418,24
17676,2,2,True,1,12,1
17684,2,2,True,3,3,26
17693,2,2,True,1,59,14
17710,2,2,True,3,0,12
17747,2,2,True,1,3,25
17757,2,2,True,2,294,8
17833,2,2,True,4,1,12
17863,2,2,True,0,-1,11
17880,2,2,True,2,0,12
17883,2,2,True,0,-1,5
17902,2,2,True,2,0,12
17903,2,2,True,2,0,24
17913,2,2,True,3,137,14
17914,2,2,True,4,137,25
17917,2,2,True,2,25,20
17919,2,2,True,2,0,17
17949,2,2,True,1,1232,20
17959,2,2,True,3,1335,11
17992,2,2,True,1,827,3
17996,2,2,True,4,1,2
17997,2,2,True,4,114,24
18072,2,2,True,2,1,17
18089,2,2,True,5,62,17
18123,2,2,True,5,27,2
18124,2,2,True,2,54,9
18164,2,2,True,2,86,23
18168,2,2,True,0,-1,25
18170,2,2,True,2,2,12
18173,2,2,True,3,97,16
18174,2,2,True,0,-1,8
18176,2,2,True,2,114,4
18184,2,2,True,2,995,20
18210,2,2,True,3,74,8
18211,2,2,True,2,74,8
18227,2,2,True,5,12,18
18236,2,2,True,1,2323,9
18239,2,2,True,0,-1,20
18242,2,2,True,1,12,20
18274,2,2,True,1,44,12
18308,2,2,True,6,68,6
18313,2,2,True,2,12,14
18317,2,2,True,4,43,8
18326,2,2,True,3,10,18
18334,2,2,True,1,19,18
18352,2,2,True,4,166,18
18357,2,2,True,5,25,9
18372,2,2,True,4,0,5
18385,2,2,True,3,6,9
18397,2,2,True,3,59,9
18409,2,2,True,3,19,17
18418,2,2,True,4,72,24
18426,2,2,True,1,843,12
18435,2,2,True,0,-1,16
18436,2,2,True,3,3,20
18456,2,2,True,0,-1,16
18478,2,2,True,0,-1,26
18506,2,2,True,3,62,24
18507,2,2,True,1,2577,4
18520,2,2,True,3,161,17
18526,2,2,True,0,-1,24
18527,2,2,True,4,56,5
18528,2,2,True,2,56,25
18532,2,2,True,0,-1,13
18539,2,2,True,4,114,8
18541,2,2,True,4,114,8
18546,2,2,True,0,-1,12
18570,2,2,True,3,31,17
18595,2,2,True,1,6,8
18603,2,2,True,2,2899,26
18621,2,2,True,1,853,24
18672,2,2,True,3,14,8
18682,2,2,True,1,2358,25
18740,2,2,True,3,62,14
18750,2,2,True,3,106,18
18751,2,2,True,3,106,9
18793,2,2,True,1,53,5
18833,2,2,True,1,870,13
18854,2,2,True,3,10,18
18903,2,2,True,3,179,17
18917,2,2,True,3,63,18
18927,2,2,True,1,2350,26
18943,2,2,True,0,-1,24
18949,2,2,True,2,10,13
18960,2,2,True,3,1,5
18968,2,2,True,1,56,5
19003,2,2,True,2,877,9
19004,2,2,True,0,-1,20
19043,2,2,True,2,14,12
19050,2,2,True,0,-1,20
19057,2,2,True,2,43,17
19074,2,2,True,3,31,12
19089,2,2,True,2,25,18
19117,2,2,True,0,-1,8
19132,2,2,True,4,43,18
19149,2,2,True,0,-1,9
19211,2,2,True,1,106,13
19215,2,2,True,5,20,26
19264,2,2,True,2,221,8
19270,2,2,True,3,161,27
19306,2,2,True,1,126,12
19323,2,2,True,4,139,9
19332,2,2,True,3,45,11
19371,2,2,True,5,22,12
19393,2,2,True,4,0,9
19403,2,2,True,4,37,5
19406,2,2,True,3,70,12
19437,2,2,True,5,51,18
19519,2,2,True,1,896,12
19522,2,2,True,3,1,4
19557,2,2,True,0,-1,24
19560,2,2,True,5,48,4
19564,2,2,True,1,2532,10
19570,2,2,True,3,114,18
19578,2,2,True,1,31,4
19585,2,2,True,2,900,20
19630,2,2,True,4,0,20
19652,2,2,True,2,2374,12
19692,2,2,True,2,97,24
19708,2,2,True,4,22,4
19711,2,2,True,1,1,8
19724,2,2,True,2,907,26
19737,2,2,True,2,142,20
19749,2,2,True,1,910,4
19782,2,2,True,3,126,12
19797,2,2,True,3,63,9
19820,2,2,True,3,25,12
19826,2,2,True,3,1,26
19885,2,2,True,4,25,8
19894,2,2,True,2,2,8
19922,2,2,True,3,70,2
19976,2,2,True,1,1218,9
19977,2,2,True,3,48,13
20012,2,2,True,4,14,17
20025,2,2,True,2,0,5
20039,2,2,True,3,86,9
20042,2,2,True,2,62,12
20061,2,2,True,3,74,24
20062,2,2,True,2,37,12
20094,2,2,True,1,928,25
20101,2,2,True,3,63,17
20130,2,2,True,1,23,5
20139,2,2,True,2,63,17
20141,2,2,True,3,72,17
20167,2,2,True,1,930,9
20202,2,2,True,3,6,9
20215,2,2,True,5,221,4
20217,2,2,True,3,166,3
20278,2,2,True,1,74,20
20294,2,2,True,4,12,10
20307,2,2,True,4,22,13
20313,2,2,True,4,54,12
20314,2,2,True,4,3,6
20324,2,2,True,4,937,1
20346,2,2,True,0,-1,5
20366,2,2,True,3,237,9
20376,2,2,True,3,73,8
20391,2,2,True,2,10,13
20398,2,2,True,2,54,8
20411,2,2,True,2,59,8
20448,2,2,True,1,945,18
20494,2,2,True,0,-1,11
20502,2,2,True,4,86,2
20550,2,2,True,2,106,18
20570,2,2,True,2,25,5
20604,2,2,True,5,950,5
20649,2,2,True,3,37,9
20653,2,2,True,3,179,20
20670,2,2,True,4,68,13
20675,2,2,True,1,10,12
20676,2,2,True,1,59,4
20682,2,2,True,1,954,12
20748,2,2,True,3,86,18
20768,2,2,True,3,73,27
20808,2,2,True,1,962,14
20826,2,2,True,2,161,18
20833,2,2,True,0,-1,27
20849,2,2,True,2,25,15
20853,2,2,True,3,14,16
20857,2,2,True,1,74,18
20869,2,2,True,5,111,11
20876,2,2,True,6,43,18
20891,2,2,True,0,-1,19
20892,2,2,True,5,62,25
20895,2,2,True,4,62,28
20911,2,2,True,2,73,9
20955,2,2,True,3,30,28
20974,2,2,True,4,970,2
21004,2,2,True,4,95,4
21012,2,2,True,3,68,10
21025,2,2,True,2,30,20
21029,2,2,True,4,0,20
21035,2,2,True,5,63,27
21092,2,2,True,0,-1,25
21107,2,2,True,3,25,4
21111,2,2,True,3,25,12
21112,2,2,True,4,18,9
21117,2,2,True,6,56,20
21154,2,2,True,2,28,12
21159,2,2,True,2,135,18
21162,2,2,True,4,27,18
21167,2,2,True,3,51,8
21188,2,2,True,2,25,26
21244,2,2,True,4,105,26
21249,2,2,True,2,981,8
21274,2,2,True,2,2410,12
21276,2,2,True,6,86,12
21304,2,2,True,0,-1,20
21308,2,2,True,4,74,8
21326,2,2,True,4,25,27
21334,2,2,True,0,-1,14
21338,2,2,True,3,72,13
21363,2,2,True,4,25,4
21374,2,2,True,4,80,5
21384,2,2,True,6,56,4
21386,2,2,True,0,-1,12
21392,2,2,True,3,62,17
21405,2,2,True,4,18,18
21437,2,2,True,2,62,18
21445,2,2,True,5,48,28
21446,2,2,True,3,48,3
21448,2,2,True,3,14,25
21451,2,2,True,5,2,12
21469,2,2,True,3,19,12
21495,2,2,True,2,992,17
21500,2,2,True,4,86,5
21516,2,2,True,2,994,8
21520,2,2,True,3,1739,18
21522,2,2,True,2,6,27
21534,2,2,True,1,997,4
21537,2,2,True,2,48,4
21552,2,2,True,2,70,27
21562,2,2,True,3,999,20
21568,2,2,True,2,48,3
21569,2,2,True,1,51,8
21587,2,2,True,2,52,16
21598,2,2,True,2,73,4
21646,2,2,True,3,54,3
21680,2,2,True,3,135,6
21687,2,2,True,3,70,11
21697,2,2,True,6,14,25
21707,2,2,True,3,63,3
21721,2,2,True,0,-1,18
21730,2,2,True,5,106,17
21732,2,2,True,0,-1,27
21746,2,2,True,0,-1,4
21754,2,2,True,1,1006,12
21757,2,2,True,2,44,27
21770,2,2,True,4,51,26
21794,2,2,True,2,106,18
21800,2,2,True,4,22,2
21818,2,2,True,4,161,18
21819,2,2,True,1,22,17
21840,2,2,True,0,-1,10
21851,2,2,True,1,1904,11
21856,2,2,True,3,14,5
21860,2,2,True,1,62,18
21893,2,2,True,2,1011,12
21908,2,2,True,1,2,12
21915,2,2,True,3,74,12
21939,2,2,True,2,30,18
21951,2,2,True,1,25,18
21963,2,2,True,1,1014,3
21983,2,2,True,4,45,24
21986,2,2,True,3,22,25
22031,2,2,True,2,30,12
22060,2,2,True,1,1395,17
22069,2,2,True,1,2647,12
22072,2,2,True,3,2679,10
22102,2,2,True,2,10,24
22104,2,2,True,3,70,12
22113,2,2,True,0,-1,18
22118,2,2,True,3,126,18
22120,2,2,True,3,126,13
22127,2,2,True,2,48,24
22157,2,2,True,3,1264,9
22168,2,2,True,1,1098,13
22191,2,2,True,3,1594,4
22231,2,2,True,1,237,12
22235,2,2,True,3,19,12
22254,2,2,True,4,14,24
22262,2,2,True,4,1031,9
22288,2,2,True,3,166,20
22335,2,2,True,1,2277,9
22343,2,2,True,4,20,20
22355,2,2,True,5,56,24
22360,2,2,True,4,19,4
22404,2,2,True,0,-1,24
22453,2,2,True,3,25,12
22479,2,2,True,2,1183,20
22513,2,2,True,0,-1,12
22543,2,2,True,3,7,12
22560,2,2,True,1,59,18
22569,2,2,True,2,1045,8
22575,2,2,True,1,26,11
22594,2,2,True,2,1047,11
22603,2,2,True,4,51,18
22613,2,2,True,3,37,27
22618,2,2,True,1,114,12
22638,2,2,True,2,106,18
22646,2,2,True,6,25,19
22657,2,2,True,2,137,11
22720,2,2,True,4,6,25
22741,2,2,True,2,56,11
22755,2,2,True,6,86,17
22777,2,2,True,1,1053,11
22785,2,2,True,2,23,9
22789,2,2,True,0,-1,4
22811,2,2,True,2,25,25
22828,2,2,True,4,54,12
22847,2,2,True,1,2,12
22854,2,2,True,1,86,20
22856,2,2,True,4,51,4
22871,2,2,True,3,7,13
22875,2,2,True,4,70,27
22889,2,2,True,1,164,11
22945,2,2,True,1,0,5
22984,2,2,True,3,10,24
23021,2,2,True,5,164,12
23035,2,2,True,3,2390,13
23040,2,2,True,2,72,4
23043,2,2,True,1,2,4
23073,2,2,True,2,63,12
23099,2,2,True,2,105,17
23106,2,2,True,3,70,24
23114,2,2,True,4,6,13
23139,2,2,True,6,80,12
23145,2,2,True,1,48,5
23152,2,2,True,2,114,26
23163,2,2,True,2,1068,12
23192,2,2,True,3,0,20
23207,2,2,True,1,62,9
23225,2,2,True,1,3,12
23253,2,2,True,1,1958,12
23266,2,2,True,1,2,18
23279,2,2,True,2,2,20
23289,2,2,True,4,73,20
23291,2,2,True,2,86,18
23294,2,2,True,3,86,13
23299,2,2,True,2,70,12
23307,2,2,True,1,44,2
23333,2,2,True,5,7,8
23344,2,2,True,2,68,25
23357,2,2,True,1,2190,8
23385,2,2,True,6,137,9
23399,2,2,True,1,59,2
23409,2,2,True,3,2469,18
23461,2,2,True,4,7,4
23463,2,2,True,4,31,17
23504,2,2,True,5,63,12
23507,2,2,True,5,105,13
23605,2,2,True,0,-1,13
23607,2,2,True,5,164,13
23610,2,2,True,2,30,14
23632,2,2,True,2,70,13
23667,2,2,True,1,1094,18
23668,2,2,True,1,1214,21
23669,2,2,True,0,-1,12
23679,2,2,True,4,37,18
23692,2,2,True,2,97,9
23706,2,2,True,1,86,11
23775,2,2,True,2,70,25
23782,2,2,True,1,68,24
23783,2,2,True,4,68,12
23813,2,2,True,4,179,18
23814,2,2,True,5,179,18
23817,2,2,True,0,-1,17
23828,2,2,True,2,1100,2
23853,2,2,True,4,126,8
23856,2,2,True,1,1102,18
23867,2,2,True,4,27,17
23870,2,2,True,3,86,5
23891,2,2,True,1,1105,4
23911,2,2,True,1,2,8
23941,2,2,True,5,114,12
23971,2,2,True,4,62,16
23973,2,2,True,3,86,16
23976,2,2,True,2,1112,19
23977,2,2,True,2,1112,4
23980,2,2,True,3,2,18
23993,2,2,True,6,12,24
24026,2,2,True,3,58,20
24032,2,2,True,4,164,18
24033,2,2,True,2,164,5
24038,2,2,True,4,62,8
24062,2,2,True,4,18,21
24091,2,2,True,2,54,22
24095,2,2,True,5,44,12
24103,2,2,True,2,164,18
24109,2,2,True,1,25,18
24196,2,2,True,5,95,18
24239,2,2,True,1,52,3
24259,2,2,True,3,95,5
24267,2,2,True,0,-1,19
24308,2,2,True,3,114,24
24356,2,2,True,2,70,22
24384,2,2,True,2,1127,4
24410,2,2,True,3,111,8
24433,2,2,True,3,86,18
24449,2,2,True,4,105,9
24454,2,2,True,3,43,18
24459,2,2,True,3,10,8
24463,2,2,True,3,179,14
24476,2,2,True,3,111,8
24498,2,2,True,3,19,12
24574,2,2,True,3,23,2
24580,2,2,True,5,166,24
24591,2,2,True,5,1136,1
24603,2,2,True,5,135,8
24631,2,2,True,2,53,20
24648,2,2,True,3,63,9
24663,2,2,True,2,1137,12
24684,2,2,True,3,37,18
24685,2,2,True,1,37,18
24715,2,2,True,2,1139,21
24726,2,2,True,4,135,26
24746,2,2,True,2,62,10
24770,2,2,True,5,135,4
24787,2,2,True,1,1142,18
24810,2,2,True,1,54,3
24834,2,2,True,1,1143,9
24877,2,2,True,3,51,26
