ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
6788,6514,1,2024-04-20,1,2,218,2704,4,11303,1,0
6789,6514,2,2024-05-08,1,2,218,2704,4,11304,1,0
6790,6514,1,2024-04-07,1,2,218,2704,4,11305,1,0
6791,6515,1,2024-06-20,1,2,209,2569,6,11306,1,0
6792,6516,1,2024-11-10,1,2,211,2594,5,11307,1,0
6793,6517,1,2024-09-20,1,2,215,2669,5,11308,1,1
6794,6519,1,2024-04-05,1,2,206,2516,5,11310,1,0
6795,6520,1,2024-09-10,1,2,207,2538,6,11313,1,0
6796,6521,1,2025-07-23,1,2,216,2672,4,11315,1,0
6797,6522,1,2025-05-19,1,2,217,2691,5,11316,1,1
6798,6522,1,2025-05-14,1,2,217,2691,5,11317,1,0
6799,6525,1,2025-07-29,1,2,212,2620,4,11322,1,0
6800,6527,1,2025-11-04,1,2,203,2476,6,11324,1,0
6801,6528,1,2025-06-23,1,2,215,2657,5,11326,1,0
6802,6530,2,2025-07-01,1,2,216,2675,5,11329,1,0
6803,6532,1,2025-09-29,1,2,218,2701,5,11331,1,0
6804,6532,1,2025-09-09,1,2,218,2701,5,11332,1,0
6805,6533,1,2025-06-05,1,2,208,2561,6,11333,1,0
6806,6533,1,2025-04-22,1,2,208,2561,6,11334,1,1
6807,6534,1,2025-03-03,1,2,209,2565,6,11335,1,0
6808,6535,2,2025-04-25,1,2,201,2449,4,11336,1,0
6809,6536,1,2025-03-22,1,2,216,2680,4,11337,1,0
6810,6537,1,2025-05-03,1,2,211,2591,4,11338,1,0
6811,6539,1,2025-11-11,1,2,214,2638,5,11340,1,0
6812,6541,1,2025-08-10,1,2,213,2624,4,11343,1,0
6813,6542,2,2025-08-31,1,2,214,2647,6,11345,1,0
6814,6542,1,2025-08-31,1,2,214,2647,6,11346,1,0
6815,6543,1,2025-11-17,1,2,201,2456,6,11348,1,0
6816,6544,1,2025-11-24,1,2,202,2469,5,11350,1,0
6817,6544,1,2025-10-27,1,2,202,2469,5,11351,1,0
6818,6545,1,2025-08-06,1,2,214,2648,5,11354,1,0
6819,6545,1,2025-07-06,1,2,214,2648,5,11355,1,0
6820,6548,1,2025-09-15,1,2,210,2587,6,11358,1,0
6821,6549,1,2025-03-28,1,2,206,2522,6,11359,1,0
6822,6550,1,2026-01-22,1,2,207,2529,6,11361,1,0
6823,6552,1,2025-06-06,1,2,208,2547,5,11363,1,0
6824,6553,2,2025-10-27,1,2,217,2694,6,11365,1,0
6825,6554,1,2025-02-27,1,2,215,2670,6,11366,1,0
6826,6556,2,2025-05-17,1,2,217,2687,6,11369,1,0
6827,6558,1,2025-11-13,1,2,205,2512,6,11371,1,0
6828,6559,1,2025-08-21,1,2,205,2514,5,11372,1,0
6829,6561,1,2026-01-28,1,2,205,2504,5,11374,1,0
6830,6562,1,2025-05-21,1,2,218,2699,6,11375,1,0
6831,6565,2,2025-06-22,1,2,216,2678,4,11378,1,0
6832,6565,1,2025-06-25,1,2,216,2678,4,11379,1,0
6833,6567,1,2025-07-19,1,2,201,2454,4,11381,1,0
6834,6569,1,2025-07-21,1,2,203,2483,5,11384,1,0
6835,6570,2,2025-04-14,1,2,204,2495,6,11385,1,0
6836,6570,1,2025-05-02,1,2,204,2495,6,11386,1,0
6837,6571,1,2025-04-17,1,2,212,2620,5,11387,1,0
6838,6572,1,2025-03-12,1,2,214,2648,5,11388,1,0
6839,6573,1,2025-05-13,1,2,206,2516,4,11389,1,0
6840,6574,1,2025-10-18,1,2,215,2655,4,11390,1,0
6841,6575,1,2025-05-27,1,2,202,2465,4,11391,1,0
6842,6575,1,2025-05-27,1,2,202,2465,4,11392,1,0
6843,6575,1,2025-05-13,1,2,202,2465,4,11393,1,0
6844,6576,1,2025-07-23,1,2,207,2542,5,11394,1,0
6845,6576,2,2025-08-10,1,2,207,2542,5,11395,1,0
6846,6577,1,2025-03-05,1,2,204,2487,6,11397,1,0
6847,6577,1,2025-03-27,1,2,204,2487,6,11399,1,0
6848,6578,2,2025-07-16,1,2,201,2455,5,11401,1,0
6849,6579,1,2025-10-14,1,2,204,2489,5,11402,1,0
6850,6579,1,2025-10-18,1,2,204,2489,5,11403,1,0
6851,6580,1,2025-05-07,1,2,218,2706,6,11405,1,0
6852,6583,2,2025-01-29,1,2,209,2562,5,11409,1,0
6853,6584,1,2025-02-21,1,2,204,2491,4,11410,1,0
6854,6585,1,2025-03-20,1,2,201,2458,4,11411,1,0
6855,6586,1,2025-04-29,1,2,205,2508,6,11413,1,0
6856,6586,1,2025-03-21,1,2,205,2508,6,11414,1,0
6857,6588,1,2025-09-15,1,2,207,2533,6,11417,1,0
6858,6589,1,2025-04-27,1,2,214,2647,4,11419,1,0
6859,6590,1,2025-04-10,1,2,217,2687,4,11420,1,0
6860,6591,1,2025-04-29,1,2,214,2641,6,11422,1,1
6861,6591,2,2025-04-19,1,2,214,2641,6,11423,1,0
6862,6592,1,2025-04-01,1,2,215,2671,5,11424,1,1
6863,6592,1,2025-04-04,1,2,215,2671,5,11425,1,0
6864,6592,2,2025-03-28,1,2,215,2671,5,11426,1,0
6865,6593,1,2025-12-28,1,2,211,2600,6,11427,1,0
6866,6593,1,2025-12-29,1,2,211,2600,6,11428,1,0
6867,6595,1,2025-03-16,1,2,213,2630,6,11431,1,1
6868,6596,1,2025-08-02,1,2,201,2458,5,11432,1,0
6869,6597,1,2025-02-16,1,2,203,2475,5,11435,1,0
6870,6597,1,2025-02-20,1,2,203,2475,5,11436,1,0
6871,6598,1,2025-12-22,1,2,217,2692,4,11437,1,0
6872,6598,1,2025-12-05,1,2,217,2692,4,11438,1,0
6873,6598,2,2025-11-12,1,2,217,2692,4,11439,1,0
6874,6600,1,2025-05-25,1,2,205,2514,4,11441,1,0
6875,6600,1,2025-07-15,1,2,205,2514,4,11442,1,0
6876,6602,1,2025-09-09,1,2,206,2518,5,11444,1,0
6877,6603,1,2025-03-29,1,2,203,2474,6,11445,1,0
6878,6604,2,2025-08-28,1,2,202,2468,4,11446,1,0
6879,6605,1,2025-12-26,1,2,212,2615,6,11447,1,0
6880,6608,1,2025-11-24,1,2,204,2497,4,11450,1,1
6881,6609,1,2025-07-02,1,2,214,2643,4,11452,1,0
6882,6610,1,2025-05-22,1,2,206,2523,6,11454,1,0
6883,6610,1,2025-05-20,1,2,206,2523,6,11455,1,0
6884,6612,1,2025-07-14,1,2,211,2595,6,11457,1,0
6885,6612,2,2025-05-21,1,2,211,2595,6,11460,1,0
6886,6613,1,2025-04-19,1,2,214,2649,4,11461,1,0
6887,6614,2,2025-11-22,1,2,216,2672,5,11463,1,0
6888,6615,2,2025-03-08,1,2,218,2705,6,11464,1,0
6889,6615,1,2025-03-29,1,2,218,2705,6,11465,1,0
6890,6617,1,2025-03-09,1,2,210,2571,5,11467,1,0
6891,6617,1,2025-02-25,1,2,210,2571,5,11469,1,0
6892,6619,1,2025-11-01,1,2,212,2612,4,11472,1,0
6893,6620,1,2025-11-02,1,2,205,2513,6,11473,1,0
6894,6621,1,2025-03-29,1,2,215,2662,6,11474,1,0
6895,6623,1,2025-02-16,1,2,211,2600,4,11476,1,0
6896,6625,1,2026-01-22,1,2,204,2487,6,11478,1,0
6897,6625,1,2026-01-09,1,2,204,2487,6,11480,1,0
6898,6626,2,2025-06-08,1,2,206,2524,5,11481,1,0
6899,6629,1,2025-10-30,1,2,212,2601,4,11484,1,1
6900,6630,1,2025-12-09,1,2,217,2692,4,11485,1,0
6901,6630,2,2026-01-26,1,2,217,2692,4,11486,1,0
6902,6633,1,2025-06-30,1,2,213,2623,5,11490,1,0
6903,6634,1,2025-09-01,1,2,205,2514,4,11493,1,0
6904,6634,1,2025-09-14,1,2,205,2514,4,11496,1,0
6905,6635,1,2025-04-21,1,2,209,2566,6,11497,1,0
6906,6636,1,2026-01-07,1,2,205,2506,5,11499,1,0
6907,6638,1,2025-02-23,1,2,218,2700,4,11501,1,0
6908,6639,1,2025-04-01,1,2,215,2657,6,11502,1,0
6909,6641,1,2025-07-22,1,2,213,2629,5,11504,1,0
6910,6642,1,2025-06-19,1,2,211,2589,4,11505,1,0
6911,6643,1,2025-11-18,1,2,209,2568,4,11507,1,0
6912,6643,1,2025-12-11,1,2,209,2568,4,11508,1,0
6913,6645,1,2025-06-06,1,2,210,2573,6,11510,1,0
6914,6646,1,2025-09-30,1,2,214,2642,6,11511,1,0
6915,6647,1,2025-11-04,1,2,209,2563,5,11512,1,0
6916,6648,1,2025-04-08,1,2,213,2627,6,11513,1,0
6917,6651,1,2025-08-07,1,2,217,2688,6,11519,1,0
6918,6652,1,2025-12-04,1,2,203,2482,5,11520,1,0
6919,6652,1,2025-12-02,1,2,203,2482,5,11521,1,1
6920,6652,1,2025-11-09,1,2,203,2482,5,11522,1,0
6921,6653,1,2025-06-14,1,2,207,2533,6,11523,1,0
6922,6653,2,2025-06-19,1,2,207,2533,6,11525,1,0
6923,6654,1,2025-11-21,1,2,201,2448,4,11526,1,0
6924,6655,1,2025-10-08,1,2,202,2466,6,11527,1,0
6925,6656,1,2025-06-22,1,2,214,2649,6,11528,1,0
6926,6657,1,2025-11-23,1,2,216,2675,6,11529,1,0
6927,6658,1,2025-10-31,1,2,215,2660,5,11530,1,0
6928,6660,2,2025-03-20,1,2,207,2539,5,11534,1,0
6929,6662,1,2025-10-02,1,2,211,2598,5,11536,1,0
6930,6663,1,2025-05-29,1,2,218,2701,6,11538,1,0
6931,6665,1,2025-07-04,1,2,207,2526,6,11540,1,0
6932,6666,1,2025-08-18,1,2,208,2545,4,11541,1,0
6933,6666,1,2025-08-11,1,2,208,2545,4,11543,1,0
6934,6667,2,2025-05-15,1,2,215,2668,4,11544,1,0
6935,6668,1,2025-06-07,1,2,201,2454,4,11546,1,0
6936,6668,1,2025-05-20,1,2,201,2454,4,11547,1,0
6937,6672,1,2025-03-31,1,2,206,2520,4,11554,1,0
6938,6674,1,2025-10-17,1,2,218,2707,4,11556,1,0
6939,6675,2,2025-03-22,1,2,217,2696,6,11557,1,0
6940,6676,1,2025-06-23,1,2,217,2695,6,11558,1,0
6941,6677,1,2025-11-04,1,2,212,2602,6,11559,1,0
6942,6679,1,2025-11-30,1,2,209,2565,4,11563,1,0
6943,6680,1,2025-02-05,1,2,204,2500,6,11564,1,1
6944,6682,1,2025-07-15,1,2,210,2572,4,11566,1,0
6945,6682,1,2025-07-28,1,2,210,2572,4,11567,1,0
6946,6682,1,2025-08-30,1,2,210,2572,4,11568,1,0
6947,6683,1,2025-07-04,1,2,204,2497,6,11569,1,0
6948,6684,1,2025-03-16,1,2,212,2608,5,11572,1,0
6949,6685,2,2025-10-23,1,2,215,2671,6,11575,1,0
6950,6685,1,2025-11-18,1,2,215,2671,6,11576,1,0
6951,6688,1,2025-02-01,1,2,208,2560,4,11580,1,0
6952,6690,1,2025-02-15,1,2,202,2462,6,11582,1,0
6953,6691,2,2025-09-17,1,2,216,2676,6,11583,1,0
6954,6693,1,2025-09-05,1,2,203,2480,4,11587,1,0
6955,6694,1,2025-07-24,1,2,212,2606,4,11588,1,0
6956,6694,1,2025-06-30,1,2,212,2606,4,11589,1,0
6957,6694,1,2025-07-06,1,2,212,2606,4,11590,1,0
6958,6695,1,2025-03-02,1,2,208,2561,4,11592,1,0
6959,6695,1,2025-02-20,1,2,208,2561,4,11593,1,0
6960,6695,1,2025-02-17,1,2,208,2561,4,11594,1,0
6961,6700,2,2025-08-27,1,2,213,2629,4,11600,1,0
6962,6701,1,2025-08-19,1,2,208,2549,4,11601,1,0
6963,6703,1,2025-04-10,1,2,206,2521,6,11603,1,0
6964,6705,1,2025-10-04,1,2,207,2539,4,11608,1,0
6965,6705,1,2025-09-23,1,2,207,2539,4,11609,1,0
6966,6706,1,2025-01-30,1,2,202,2465,4,11611,1,0
6967,6707,1,2025-10-27,1,2,202,2470,6,11613,1,0
6968,6708,1,2025-04-28,1,2,212,2605,4,11614,1,0
6969,6709,1,2025-09-04,1,2,212,2601,4,11615,1,0
6970,6710,1,2025-04-04,1,2,203,2473,4,11616,1,0
6971,6711,1,2025-12-04,1,2,215,2667,6,11618,1,1
6972,6712,1,2025-12-18,1,2,207,2539,6,11619,1,0
6973,6714,1,2025-03-23,1,2,216,2680,6,11622,1,0
6974,6716,2,2025-11-18,1,2,214,2645,6,11628,1,0
6975,6717,1,2025-05-13,1,2,215,2659,6,11629,1,0
6976,6717,1,2025-06-03,1,2,215,2659,6,11630,1,0
6977,6718,1,2026-01-10,1,2,217,2694,4,11632,1,0
6978,6719,1,2025-06-09,1,2,212,2612,4,11633,1,0
6979,6720,2,2025-06-20,1,2,212,2615,4,11636,1,0
6980,6720,1,2025-07-09,1,2,212,2615,4,11637,1,0
6981,6723,1,2025-12-30,1,2,217,2689,5,11642,1,0
6982,6724,1,2025-04-30,1,2,214,2647,6,11644,1,0
6983,6724,2,2025-05-06,1,2,214,2647,6,11645,1,0
6984,6729,1,2025-08-22,1,2,213,2631,4,11650,1,0
6985,6730,1,2025-07-17,1,2,201,2459,4,11652,1,0
6986,6731,1,2025-05-25,1,2,203,2476,5,11653,1,0
6987,6731,1,2025-04-15,1,2,203,2476,5,11654,1,0
6988,6731,1,2025-06-05,1,2,203,2476,5,11655,1,0
6989,6731,1,2025-04-25,1,2,203,2476,5,11656,1,0
6990,6733,1,2023-03-22,1,3,220,2728,9,11658,1,0
6991,6734,1,2023-02-17,1,3,224,2775,9,11659,1,0
6992,6735,1,2024-01-08,1,3,221,2747,7,11660,1,0
6993,6736,1,2023-11-06,1,3,219,2718,8,11661,1,1
6994,6737,1,2023-05-29,1,3,261,3324,9,11664,1,0
6995,6738,1,2023-10-19,1,3,224,2782,9,11665,1,0
6996,6738,1,2023-11-25,1,3,224,2782,9,11666,1,0
6997,6739,1,2023-07-20,1,3,239,3009,8,11667,1,0
6998,6741,1,2023-05-19,1,3,247,3133,9,11671,1,0
6999,6742,1,2023-04-22,1,3,264,3365,8,11672,1,0
7000,6743,2,2023-08-28,1,3,248,3140,9,11673,1,0
7001,6745,1,2023-04-27,1,3,226,2802,9,11675,1,0
7002,6746,1,2023-06-16,1,3,263,3354,7,11676,1,0
7003,6746,1,2023-06-08,1,3,263,3354,7,11677,1,0
7004,6747,2,2024-02-18,1,3,253,3210,8,11678,1,0
7005,6748,2,2023-02-25,1,3,250,3171,7,11679,1,0
7006,6749,2,2023-11-19,1,3,257,3265,7,11680,1,0
7007,6750,1,2023-07-03,1,3,271,3470,8,11681,1,0
7008,6751,1,2023-06-27,1,3,220,2731,8,11682,1,0
7009,6752,1,2023-05-23,1,3,269,3452,7,11683,1,0
7010,6753,1,2023-06-24,1,3,259,3288,9,11684,1,0
7011,6755,1,2023-12-28,1,3,256,3251,8,11686,1,0
7012,6755,1,2024-02-17,1,3,256,3251,8,11687,1,0
7013,6755,1,2024-02-26,1,3,256,3251,8,11689,1,0
7014,6757,1,2023-11-27,1,3,260,3300,8,11691,1,0
7015,6759,1,2023-03-08,1,3,257,3260,9,11693,1,0
7016,6759,1,2023-05-05,1,3,257,3260,9,11694,1,0
7017,6759,1,2023-03-08,1,3,257,3260,9,11696,1,0
7018,6761,1,2023-02-21,1,3,231,2873,7,11698,1,0
7019,6761,1,2023-03-22,1,3,231,2873,7,11699,1,0
7020,6761,1,2023-02-17,1,3,231,2873,7,11701,1,0
7021,6762,2,2023-07-17,1,3,249,3160,8,11702,1,0
7022,6762,1,2023-07-16,1,3,249,3160,8,11703,1,0
7023,6763,1,2023-03-04,1,3,240,3011,9,11704,1,0
7024,6764,1,2023-10-10,1,3,248,3137,9,11705,1,0
7025,6765,1,2023-10-22,1,3,254,3212,7,11706,1,0
7026,6766,2,2023-03-31,1,3,240,3016,7,11708,1,0
7027,6767,1,2023-06-19,1,3,256,3250,8,11709,1,0
7028,6767,1,2023-07-07,1,3,256,3250,8,11710,1,0
7029,6768,1,2023-08-23,1,3,227,2814,9,11712,1,0
7030,6769,2,2023-05-22,1,3,255,3229,8,11713,1,0
7031,6769,1,2023-04-20,1,3,255,3229,8,11714,1,0
7032,6769,2,2023-05-01,1,3,255,3229,8,11715,1,0
7033,6771,1,2023-11-19,1,3,261,3327,7,11717,1,0
7034,6772,1,2023-12-02,1,3,225,2784,8,11718,1,0
7035,6773,1,2023-09-29,1,3,263,3358,8,11719,1,0
7036,6775,1,2023-04-23,1,3,235,2942,9,11721,1,0
7037,6775,1,2023-04-09,1,3,235,2942,9,11722,1,0
7038,6775,1,2023-06-03,1,3,235,2942,9,11723,1,0
7039,6776,1,2023-05-08,1,3,237,2962,8,11724,1,0
7040,6777,2,2023-09-20,1,3,246,3112,8,11725,1,0
7041,6778,1,2023-03-02,1,3,230,2870,9,11726,1,0
7042,6779,1,2023-10-25,1,3,248,3135,8,11727,1,0
7043,6779,2,2023-10-15,1,3,248,3135,8,11728,1,0
7044,6779,1,2023-09-13,1,3,248,3135,8,11729,1,0
7045,6780,1,2023-07-18,1,3,269,3450,9,11731,1,0
7046,6780,1,2023-06-26,1,3,269,3450,9,11732,1,0
7047,6780,1,2023-06-26,1,3,269,3450,9,11733,1,0
7048,6782,1,2024-01-31,1,3,269,3447,9,11736,1,0
7049,6784,1,2023-10-10,1,3,225,2784,8,11738,1,0
7050,6784,1,2023-09-20,1,3,225,2784,8,11739,1,0
7051,6784,1,2023-10-08,1,3,225,2784,8,11740,1,0
7052,6785,1,2024-01-28,1,3,249,3152,9,11741,1,0
7053,6786,1,2023-02-25,1,3,267,3406,7,11743,1,0
7054,6787,1,2023-07-23,1,3,257,3269,9,11744,1,0
7055,6787,1,2023-07-27,1,3,257,3269,9,11745,1,0
7056,6788,1,2023-06-06,1,3,219,2711,7,11746,1,0
7057,6789,1,2023-02-19,1,3,243,3068,7,11750,1,1
7058,6789,1,2023-03-07,1,3,243,3068,7,11751,1,0
7059,6790,1,2024-01-16,1,3,228,2836,7,11754,1,0
7060,6790,1,2023-12-25,1,3,228,2836,7,11755,1,0
7061,6791,1,2023-07-02,1,3,267,3407,9,11756,1,0
7062,6792,1,2023-04-30,1,3,271,3470,7,11757,1,0
7063,6794,1,2023-05-04,1,3,258,3280,8,11762,1,0
7064,6795,1,2023-12-22,1,3,271,3469,7,11763,1,0
7065,6795,1,2024-01-07,1,3,271,3469,7,11764,1,0
7066,6796,1,2023-03-29,1,3,234,2931,7,11765,1,0
7067,6796,1,2023-02-11,1,3,234,2931,7,11767,1,0
7068,6796,2,2023-03-22,1,3,234,2931,7,11768,1,0
7069,6797,2,2023-04-29,1,3,266,3391,9,11769,1,0
7070,6798,1,2023-12-27,1,3,270,3455,7,11771,1,0
7071,6800,2,2023-08-02,1,3,230,2861,7,11774,1,0
7072,6803,1,2023-06-13,1,3,243,3070,9,11779,1,0
7073,6806,1,2024-01-06,1,3,226,2808,9,11782,1,0
7074,6808,2,2023-08-02,1,3,231,2881,8,11785,1,0
7075,6809,1,2023-12-26,1,3,254,3221,8,11786,1,0
7076,6810,1,2023-12-02,1,3,270,3456,9,11787,1,0
7077,6812,1,2023-11-01,1,3,236,2952,9,11790,1,0
7078,6812,2,2023-10-02,1,3,236,2952,9,11791,1,0
7079,6813,2,2023-02-12,1,3,254,3219,8,11792,1,0
7080,6817,1,2023-12-09,1,3,267,3416,9,11798,1,0
7081,6817,1,2023-11-30,1,3,267,3416,9,11799,1,0
7082,6818,1,2023-08-09,1,3,247,3127,8,11800,1,0
7083,6819,1,2023-03-03,1,3,266,3388,7,11801,1,0
7084,6821,1,2023-09-23,1,3,233,2911,7,11803,1,0
7085,6821,1,2023-08-17,1,3,233,2911,7,11805,1,0
7086,6823,1,2023-06-26,1,3,263,3347,7,11807,1,0
7087,6824,1,2023-05-02,1,3,233,2909,9,11809,1,0
7088,6824,1,2023-03-25,1,3,233,2909,9,11810,1,0
7089,6824,1,2023-04-29,1,3,233,2909,9,11811,1,0
7090,6824,1,2023-04-29,1,3,233,2909,9,11812,1,1
7091,6826,1,2023-02-19,1,3,255,3229,9,11815,1,0
7092,6829,1,2023-11-18,1,3,250,3168,8,11819,1,0
7093,6829,1,2023-11-19,1,3,250,3168,8,11820,1,0
7094,6830,1,2023-10-08,1,3,263,3359,7,11821,1,0
7095,6831,1,2024-02-06,1,3,234,2916,9,11822,1,0
7096,6831,2,2024-01-30,1,3,234,2916,9,11823,1,0
7097,6831,1,2024-01-29,1,3,234,2916,9,11824,1,0
7098,6833,1,2023-11-05,1,3,221,2734,8,11827,1,0
7099,6834,1,2023-09-24,1,3,268,3426,9,11828,1,0
7100,6836,1,2023-07-04,1,3,235,2935,8,11830,1,0
7101,6836,1,2023-07-24,1,3,235,2935,8,11831,1,0
7102,6837,1,2023-09-24,1,3,242,3046,8,11832,1,0
7103,6839,1,2023-09-06,1,3,237,2962,8,11835,1,0
7104,6840,2,2023-02-20,1,3,262,3330,9,11836,1,0
7105,6841,1,2023-05-08,1,3,271,3467,7,11837,1,0
7106,6841,2,2023-06-07,1,3,271,3467,7,11838,1,0
7107,6841,1,2023-05-30,1,3,271,3467,7,11839,1,0
7108,6841,1,2023-06-12,1,3,271,3467,7,11840,1,0
7109,6842,1,2023-08-16,1,3,246,3112,7,11842,1,0
7110,6843,1,2023-12-13,1,3,233,2910,9,11843,1,0
7111,6844,1,2023-06-17,1,3,235,2940,9,11845,1,0
7112,6845,1,2023-09-13,1,3,261,3318,9,11847,1,0
7113,6846,1,2023-04-07,1,3,249,3152,9,11849,1,0
7114,6847,1,2023-09-06,1,3,234,2921,8,11851,1,0
7115,6848,1,2023-11-16,1,3,250,3170,9,11852,1,0
7116,6849,1,2023-07-12,1,3,241,3033,9,11853,1,0
7117,6851,1,2024-02-03,1,3,255,3228,9,11860,1,0
7118,6852,1,2023-03-13,1,3,253,3207,7,11863,1,0
7119,6853,1,2023-08-01,1,3,237,2963,7,11864,1,0
7120,6854,1,2023-09-05,1,3,228,2833,8,11865,1,0
7121,6854,1,2023-09-21,1,3,228,2833,8,11866,1,0
7122,6856,1,2023-05-12,1,3,258,3271,7,11870,1,0
7123,6857,1,2023-06-07,1,3,225,2796,9,11871,1,0
7124,6858,1,2023-02-28,1,3,226,2805,8,11872,1,0
7125,6860,1,2023-03-04,1,3,249,3156,7,11875,1,0
7126,6861,1,2023-03-16,1,3,251,3179,9,11877,1,0
7127,6862,2,2023-08-06,1,3,251,3177,9,11879,1,0
7128,6863,1,2023-09-15,1,3,219,2716,8,11880,1,0
7129,6864,2,2023-05-06,1,3,250,3170,7,11882,1,0
7130,6864,2,2023-05-01,1,3,250,3170,7,11884,1,0
7131,6865,1,2023-07-19,1,3,249,3158,8,11885,1,0
7132,6865,1,2023-08-03,1,3,249,3158,8,11887,1,1
7133,6865,1,2023-08-08,1,3,249,3158,8,11888,1,0
7134,6866,2,2023-11-24,1,3,260,3305,9,11889,1,0
7135,6867,2,2023-03-26,1,3,248,3137,8,11890,1,0
7136,6868,1,2023-04-17,1,3,260,3304,9,11891,1,0
7137,6870,1,2023-07-08,1,3,236,2953,8,11896,1,0
7138,6871,2,2023-03-20,1,3,249,3160,8,11897,1,0
7139,6872,1,2023-06-17,1,3,237,2970,8,11898,1,0
7140,6872,1,2023-06-19,1,3,237,2970,8,11899,1,0
7141,6872,1,2023-07-01,1,3,237,2970,8,11900,1,0
7142,6874,1,2023-06-06,1,3,235,2937,9,11903,1,0
7143,6877,1,2023-12-12,1,3,259,3288,9,11906,1,1
7144,6878,1,2023-07-30,1,3,222,2753,9,11907,1,0
7145,6880,1,2023-12-24,1,3,247,3129,7,11910,1,0
7146,6880,1,2024-01-06,1,3,247,3129,7,11911,1,0
7147,6881,1,2023-04-11,1,3,271,3463,9,11912,1,0
7148,6882,1,2024-01-27,1,3,250,3164,9,11913,1,0
7149,6883,2,2024-01-09,1,3,252,3190,9,11918,1,0
7150,6884,1,2023-09-10,1,3,262,3330,9,11920,1,0
7151,6886,2,2023-10-17,1,3,250,3162,9,11922,1,0
7152,6888,1,2023-05-06,1,3,261,3316,7,11924,1,0
7153,6889,1,2023-05-25,1,3,222,2753,9,11925,1,0
7154,6890,1,2023-04-21,1,3,241,3033,8,11927,1,0
7155,6891,1,2023-10-25,1,3,265,3374,9,11928,1,0
7156,6891,1,2023-11-26,1,3,265,3374,9,11929,1,0
7157,6892,1,2023-11-14,1,3,265,3383,8,11930,1,0
7158,6893,1,2023-03-16,1,3,238,2982,8,11931,1,0
7159,6893,1,2023-03-12,1,3,238,2982,8,11932,1,0
7160,6893,2,2023-03-23,1,3,238,2982,8,11933,1,0
7161,6895,1,2023-06-13,1,3,258,3283,7,11937,1,0
7162,6896,1,2023-12-27,1,3,245,3095,8,11938,1,0
7163,6896,1,2023-12-13,1,3,245,3095,8,11939,1,0
7164,6896,1,2024-01-05,1,3,245,3095,8,11940,1,0
7165,6897,1,2023-06-19,1,3,223,2760,8,11941,1,0
7166,6898,1,2023-03-20,1,3,266,3384,8,11942,1,0
7167,6899,1,2023-10-02,1,3,238,2987,7,11946,1,0
7168,6900,1,2023-03-09,1,3,252,3196,7,11948,1,0
7169,6902,1,2023-05-10,1,3,236,2957,8,11951,1,0
7170,6902,1,2023-04-08,1,3,236,2957,8,11953,1,1
7171,6903,1,2023-08-11,1,3,236,2951,8,11954,1,0
7172,6905,1,2023-04-06,1,3,228,2832,8,11956,1,0
7173,6905,1,2023-04-12,1,3,228,2832,8,11957,1,0
7174,6905,1,2023-03-03,1,3,228,2832,8,11959,1,1
7175,6906,2,2023-05-08,1,3,267,3414,9,11960,1,0
7176,6906,1,2023-04-13,1,3,267,3414,9,11961,1,0
7177,6907,1,2024-02-07,1,3,254,3220,9,11963,1,0
7178,6908,2,2023-10-28,1,3,230,2865,8,11964,1,0
7179,6908,1,2023-11-29,1,3,230,2865,8,11965,1,0
7180,6909,1,2023-02-18,1,3,223,2765,7,11966,1,0
7181,6910,1,2023-10-23,1,3,259,3288,9,11967,1,0
7182,6911,2,2023-07-03,1,3,264,3367,8,11969,1,0
7183,6912,1,2023-12-06,1,3,228,2833,8,11970,1,0
7184,6915,1,2023-04-07,1,3,248,3147,9,11973,1,1
7185,6916,1,2023-07-25,1,3,225,2800,7,11974,1,0
7186,6917,2,2023-04-20,1,3,246,3121,9,11975,1,0
7187,6918,1,2024-01-11,1,3,250,3162,9,11976,1,0
7188,6919,1,2023-06-09,1,3,223,2759,7,11978,1,0
7189,6919,1,2023-06-27,1,3,223,2759,7,11979,1,0
7190,6920,1,2023-03-31,1,3,236,2950,7,11981,1,0
7191,6921,1,2023-06-29,1,3,257,3262,8,11982,1,0
7192,6922,1,2023-06-25,1,3,264,3366,7,11983,1,0
7193,6925,1,2023-12-21,1,3,237,2964,7,11987,1,0
7194,6925,1,2023-12-05,1,3,237,2964,7,11988,1,0
7195,6925,1,2023-11-26,1,3,237,2964,7,11989,1,0
7196,6928,1,2023-10-05,1,3,255,3228,9,11994,1,0
7197,6928,1,2023-11-07,1,3,255,3228,9,11995,1,0
7198,6931,2,2023-11-19,1,3,237,2975,7,11998,1,0
7199,6938,1,2023-12-13,1,3,268,3426,8,12006,1,0
7200,6938,1,2023-12-16,1,3,268,3426,8,12008,1,0
7201,6938,1,2023-11-10,1,3,268,3426,8,12009,1,0
7202,6941,1,2023-05-30,1,3,250,3171,7,12014,1,0
7203,6942,1,2023-09-20,1,3,271,3468,9,12015,1,0
7204,6943,1,2023-02-28,1,3,238,2989,8,12017,1,0
7205,6944,1,2023-11-27,1,3,263,3355,7,12019,1,0
7206,6946,1,2023-11-17,1,3,230,2862,9,12021,1,0
7207,6947,1,2023-06-10,1,3,230,2865,7,12022,1,0
