CSID,CaseMasterID,csdate,cstype,PolicePersonID
1905,1905,2023-08-28 11:09:00,C,774
1906,1906,2024-03-10 04:49:00,A,2357
1907,1907,2023-08-18 01:07:00,C,698
1908,1908,2024-04-26 02:55:00,A,396
1909,1909,2024-04-01 11:44:00,C,763
1910,1910,2023-08-09 11:26:00,A,1496
1911,1911,2023-11-07 11:42:00,A,2068
1912,1912,2024-03-07 11:30:00,A,927
1913,1913,2024-06-01 19:51:00,A,2057
1914,1914,2024-01-25 09:51:00,C,408
1915,1915,2024-06-09 07:46:00,A,803
1916,1916,2023-09-16 00:33:00,A,1342
1917,1917,2023-09-14 16:20:00,A,242
1918,1918,2024-07-23 06:00:00,A,993
1919,1919,2023-08-03 04:01:00,A,385
1920,1920,2023-08-21 04:15:00,A,277
1921,1921,2023-11-13 06:26:00,A,2437
1922,1922,2023-03-21 00:38:00,C,1154
1923,1923,2023-12-09 18:59:00,A,2119
1924,1924,2024-04-21 05:04:00,A,2371
1925,1925,2024-07-29 13:09:00,B,2254
1926,1926,2023-08-14 00:22:00,A,570
1927,1927,2023-09-16 00:42:00,C,1372
1928,1928,2023-07-26 04:48:00,C,713
1929,1929,2023-10-11 23:21:00,C,1971
1930,1930,2024-01-18 23:10:00,A,1260
1931,1931,2023-10-09 22:01:00,A,1538
1932,1932,2024-07-20 13:16:00,A,85
1933,1933,2024-01-05 06:45:00,C,304
1934,1934,2023-09-27 01:08:00,A,1078
1935,1935,2023-08-09 17:49:00,A,593
1936,1936,2024-05-29 10:43:00,A,1049
1937,1937,2023-07-19 11:45:00,A,61
1938,1938,2023-06-29 04:41:00,C,397
1939,1939,2023-08-28 00:07:00,A,28
1940,1940,2023-09-06 19:37:00,A,545
1941,1941,2023-06-25 23:36:00,A,2363
1942,1942,2023-12-27 09:27:00,C,550
1943,1943,2023-09-10 07:15:00,A,2116
1944,1944,2023-09-10 11:04:00,A,372
1945,1945,2023-07-17 04:54:00,A,996
1946,1946,2023-12-22 10:25:00,B,1559
1947,1947,2024-03-26 04:05:00,A,23
1948,1948,2023-12-07 15:46:00,A,2309
1949,1949,2024-02-29 22:31:00,A,886
1950,1950,2023-12-30 05:14:00,C,1955
1951,1951,2023-07-18 20:03:00,A,1739
1952,1952,2023-07-08 06:37:00,A,995
1953,1953,2024-04-14 00:05:00,C,2112
1954,1954,2024-01-31 22:14:00,B,687
1955,1955,2023-12-15 08:30:00,A,835
1956,1956,2023-07-03 14:18:00,A,1036
1957,1957,2024-04-02 21:08:00,C,1325
1958,1958,2024-02-01 20:51:00,C,778
1959,1959,2024-06-08 13:46:00,A,622
1960,1960,2023-10-06 15:09:00,A,375
1961,1961,2023-06-18 03:06:00,A,2003
1962,1962,2023-06-05 19:24:00,A,2081
1963,1963,2023-09-14 17:29:00,C,700
1964,1964,2023-12-09 15:33:00,A,53
1965,1965,2023-07-23 09:00:00,A,1124
1966,1966,2023-08-30 02:53:00,A,2044
1967,1967,2023-09-06 11:06:00,A,1535
1968,1968,2023-12-17 13:47:00,A,194
1969,1969,2024-09-22 22:59:00,C,2128
1970,1970,2023-04-30 13:54:00,C,1976
1971,1971,2023-07-01 00:03:00,A,814
1972,1972,2024-03-08 18:08:00,A,1405
1973,1973,2023-04-02 19:42:00,C,1604
1974,1974,2024-03-22 01:19:00,A,1143
1975,1975,2024-03-01 02:39:00,A,1749
1976,1976,2024-01-26 00:07:00,C,2433
1977,1977,2023-08-30 14:50:00,C,50
1978,1978,2024-04-16 03:55:00,A,1085
1979,1979,2023-06-27 01:33:00,C,1009
1980,1980,2024-05-04 23:54:00,C,1143
1981,1981,2023-12-26 12:29:00,B,1332
1982,1982,2023-09-06 13:42:00,C,507
1983,1983,2023-08-27 02:49:00,A,2404
1984,1984,2023-11-18 00:26:00,C,2058
1985,1985,2023-09-28 21:54:00,B,1360
1986,1986,2023-10-12 06:19:00,B,1220
1987,1987,2024-01-05 07:00:00,A,2233
1988,1988,2023-10-23 07:34:00,C,1430
1989,1989,2024-07-31 16:49:00,A,2314
1990,1990,2023-10-01 07:58:00,A,2037
1991,1991,2023-06-28 18:40:00,A,897
1992,1992,2024-01-01 18:58:00,A,2126
1993,1993,2024-01-04 02:03:00,C,248
1994,1994,2024-03-23 03:17:00,C,790
1995,1995,2023-04-22 21:28:00,A,1556
1996,1996,2023-12-20 17:16:00,C,946
1997,1997,2023-07-27 05:14:00,A,156
1998,1998,2024-06-14 02:51:00,B,2383
1999,1999,2023-04-13 00:57:00,C,2069
2000,2000,2023-06-08 22:52:00,A,291
2001,2001,2023-05-29 23:06:00,A,1930
2002,2002,2024-02-24 13:50:00,A,823
2003,2003,2024-01-19 02:55:00,A,1388
2004,2004,2023-08-07 13:34:00,A,788
2005,2005,2024-03-19 09:40:00,A,589
2006,2006,2024-03-07 16:57:00,C,618
2007,2007,2023-10-24 09:17:00,C,2253
2008,2008,2023-10-17 23:56:00,A,1622
2009,2009,2024-02-01 23:20:00,B,1429
2010,2010,2024-03-26 04:36:00,A,1164
2011,2011,2023-12-22 02:36:00,C,1008
2012,2012,2023-08-27 22:59:00,A,1978
2013,2013,2024-01-20 10:39:00,A,1863
2014,2014,2023-07-04 10:37:00,A,723
2015,2015,2024-01-03 17:57:00,A,105
2016,2016,2024-07-11 23:32:00,A,1583
2017,2017,2023-09-04 03:28:00,C,701
2018,2018,2024-05-09 22:54:00,A,619
2019,2019,2023-12-02 04:32:00,C,1574
2020,2020,2023-12-09 06:55:00,A,2127
2021,2021,2023-09-24 17:03:00,A,2250
2022,2022,2024-04-14 17:08:00,A,154
2023,2023,2024-02-29 03:57:00,A,40
2024,2024,2023-11-27 22:49:00,A,2211
2025,2025,2023-12-30 23:02:00,C,1592
2026,2026,2023-06-19 19:17:00,A,1976
2027,2027,2024-02-11 05:32:00,C,848
2028,2028,2024-01-08 07:57:00,A,2190
2029,2029,2023-08-16 02:30:00,C,562
2030,2030,2024-01-17 02:45:00,C,352
2031,2031,2024-01-14 05:08:00,C,1608
2032,2032,2023-10-01 01:25:00,C,812
2033,2033,2024-09-12 21:45:00,A,474
2034,2034,2024-08-08 05:04:00,A,1487
2035,2035,2024-11-07 04:54:00,A,54
2036,2036,2024-08-29 06:20:00,A,1365
2037,2037,2024-08-21 21:46:00,A,2205
2038,2038,2024-11-07 14:40:00,A,1512
2039,2039,2025-04-14 08:59:00,A,1213
2040,2040,2024-10-24 15:47:00,C,330
2041,2041,2025-03-12 01:11:00,A,2260
2042,2042,2024-09-24 22:46:00,C,1615
2043,2043,2025-01-19 23:08:00,A,1473
2044,2044,2025-07-21 16:46:00,C,545
2045,2045,2025-03-20 05:12:00,A,716
2046,2046,2024-09-21 17:47:00,A,4
2047,2047,2024-11-12 23:05:00,A,1355
2048,2048,2024-09-25 01:33:00,C,2147
2049,2049,2024-11-23 13:54:00,A,325
2050,2050,2024-09-07 10:48:00,C,691
2051,2051,2024-04-24 11:53:00,A,520
2052,2052,2025-05-29 17:16:00,A,878
2053,2053,2024-05-24 04:03:00,A,580
2054,2054,2025-08-17 08:06:00,A,485
2055,2055,2025-04-11 01:19:00,C,778
2056,2056,2025-01-12 05:43:00,A,1293
2057,2057,2024-12-21 01:15:00,A,1285
2058,2058,2024-08-27 00:04:00,A,960
2059,2059,2024-04-22 14:47:00,B,2088
2060,2060,2025-04-27 17:31:00,A,615
2061,2061,2025-08-15 17:12:00,A,2054
2062,2062,2024-06-17 13:14:00,A,2192
2063,2063,2024-10-28 15:39:00,B,566
2064,2064,2025-01-01 15:10:00,C,585
2065,2065,2025-03-01 13:09:00,A,2308
2066,2066,2024-02-28 06:51:00,A,454
2067,2067,2024-09-30 22:02:00,B,1223
2068,2068,2024-06-20 21:06:00,A,1569
2069,2069,2025-02-27 01:43:00,C,1379
2070,2070,2025-07-22 10:37:00,C,1091
2071,2071,2025-03-06 23:58:00,A,1515
2072,2072,2025-03-14 05:34:00,A,5
2073,2073,2024-07-19 15:20:00,A,1400
2074,2074,2024-10-07 08:16:00,A,1577
2075,2075,2025-03-25 01:26:00,A,1595
2076,2076,2025-02-23 10:07:00,A,521
2077,2077,2025-02-05 08:15:00,A,1973
2078,2078,2025-01-25 21:08:00,A,2336
2079,2079,2025-07-16 04:40:00,A,677
2080,2080,2025-02-22 06:45:00,C,52
2081,2081,2025-01-03 03:25:00,A,1810
2082,2082,2024-05-19 21:55:00,A,1617
2083,2083,2024-06-13 23:18:00,C,1892
2084,2084,2024-12-23 16:21:00,C,562
2085,2085,2024-05-24 23:58:00,A,254
2086,2086,2025-06-20 23:28:00,A,1770
2087,2087,2025-01-31 21:48:00,A,2086
2088,2088,2024-12-06 08:24:00,A,1189
2089,2089,2024-05-11 02:46:00,C,292
2090,2090,2024-12-23 12:25:00,B,1579
2091,2091,2025-03-12 00:46:00,A,1341
2092,2092,2025-04-27 18:13:00,A,1511
2093,2093,2024-06-02 05:37:00,B,412
2094,2094,2024-12-04 03:31:00,C,1933
2095,2095,2025-04-06 23:43:00,C,2387
2096,2096,2024-06-21 22:02:00,A,1994
2097,2097,2024-11-07 00:36:00,C,2099
2098,2098,2024-11-28 00:15:00,A,1824
2099,2099,2024-11-03 03:35:00,A,1981
2100,2100,2024-12-11 15:34:00,A,716
2101,2101,2024-10-15 04:21:00,C,2333
2102,2102,2025-06-03 00:39:00,C,68
2103,2103,2025-06-22 09:24:00,C,272
2104,2104,2024-07-29 17:21:00,A,304
2105,2105,2024-09-24 00:14:00,C,485
2106,2106,2025-02-20 08:51:00,B,668
2107,2107,2025-01-24 03:39:00,A,1225
2108,2108,2025-04-09 07:21:00,A,1274
2109,2109,2024-10-30 01:17:00,C,1099
2110,2110,2025-07-05 09:25:00,C,200
2111,2111,2024-06-22 16:20:00,B,874
2112,2112,2024-05-06 04:03:00,B,1266
2113,2113,2024-09-01 00:25:00,C,2432
2114,2114,2025-02-22 06:23:00,C,1600
2115,2115,2024-05-20 19:56:00,A,2081
2116,2116,2024-05-23 01:04:00,A,1500
2117,2117,2025-04-06 02:06:00,C,1986
2118,2118,2024-06-21 11:20:00,A,726
2119,2119,2024-12-16 00:06:00,C,1342
2120,2120,2025-07-11 17:57:00,A,1837
2121,2121,2025-09-06 15:52:00,A,1381
2122,2122,2024-07-19 20:02:00,A,2045
2123,2123,2024-12-22 11:21:00,A,549
2124,2124,2025-06-12 06:41:00,A,261
2125,2125,2024-04-21 06:38:00,C,1879
2126,2126,2024-08-19 23:27:00,A,626
2127,2127,2024-10-13 19:10:00,C,937
2128,2128,2025-03-08 05:01:00,A,1438
2129,2129,2024-06-22 14:26:00,A,2220
2130,2130,2025-02-07 06:10:00,C,2362
2131,2131,2024-07-15 05:14:00,A,343
2132,2132,2024-12-08 08:37:00,A,680
2133,2133,2024-12-14 17:44:00,A,638
2134,2134,2024-08-14 14:39:00,A,2041
2135,2135,2024-04-24 02:24:00,C,1732
2136,2136,2025-05-11 14:25:00,A,862
2137,2137,2025-01-10 02:41:00,C,227
2138,2138,2025-01-20 10:32:00,C,1871
2139,2139,2024-04-01 11:55:00,A,758
2140,2140,2024-11-27 16:51:00,C,1397
2141,2141,2024-08-25 16:41:00,A,1622
2142,2142,2024-04-21 14:46:00,A,758
2143,2143,2024-06-13 03:39:00,A,1997
2144,2144,2024-12-09 09:13:00,A,789
2145,2145,2024-10-24 20:05:00,A,2222
2146,2146,2025-01-16 13:16:00,A,56
2147,2147,2024-11-15 06:30:00,C,733
2148,2148,2024-10-13 10:07:00,C,402
2149,2149,2025-03-15 02:02:00,A,837
2150,2150,2024-08-10 11:49:00,A,2278
2151,2151,2025-02-23 01:29:00,A,420
2152,2152,2024-04-05 17:13:00,A,1554
2153,2153,2024-09-05 09:51:00,A,335
2154,2154,2024-10-08 19:21:00,A,61
2155,2155,2025-02-14 04:39:00,A,2259
2156,2156,2025-04-11 14:52:00,A,2435
2157,2157,2025-09-16 11:26:00,A,1472
2158,2158,2025-07-02 09:09:00,A,2087
2159,2159,2024-10-11 19:18:00,A,1963
2160,2160,2025-07-16 00:40:00,C,1527
2161,2161,2024-08-22 05:07:00,A,1284
2162,2162,2024-11-13 07:47:00,A,2203
2163,2163,2024-11-03 03:52:00,A,2369
2164,2164,2024-09-25 20:32:00,A,1835
2165,2165,2024-06-06 12:54:00,C,1263
2166,2166,2024-12-23 10:01:00,C,1076
2167,2167,2024-11-19 06:10:00,A,1982
2168,2168,2024-09-16 17:27:00,A,2352
2169,2169,2024-09-04 05:09:00,C,1732
2170,2170,2024-08-09 05:40:00,C,2099
2171,2171,2024-08-17 19:54:00,A,1419
2172,2172,2024-07-03 03:49:00,A,211
2173,2173,2025-06-23 02:06:00,A,1157
2174,2174,2024-07-10 22:59:00,C,1102
2175,2175,2024-06-17 16:49:00,A,301
2176,2176,2024-12-31 15:57:00,A,902
2177,2177,2024-09-27 01:34:00,A,1878
2178,2178,2024-11-30 06:34:00,A,737
2179,2179,2024-12-25 16:56:00,A,436
2180,2180,2025-09-16 17:11:00,C,2068
2181,2181,2024-10-13 08:45:00,A,1008
2182,2182,2025-01-16 23:07:00,A,1283
2183,2183,2024-04-02 04:36:00,A,322
2184,2184,2024-05-23 06:34:00,C,2233
2185,2185,2025-01-16 18:05:00,A,260
2186,2186,2024-04-13 15:46:00,B,990
2187,2187,2025-05-05 10:01:00,C,215
2188,2188,2025-07-25 01:31:00,A,1567
2189,2189,2025-05-16 05:23:00,A,695
2190,2190,2024-12-21 03:03:00,A,185
2191,2191,2025-01-20 23:02:00,C,386
2192,2192,2024-05-30 22:58:00,A,1345
2193,2193,2024-12-13 19:01:00,A,967
2194,2194,2024-04-23 16:05:00,A,1051
2195,2195,2025-02-11 23:20:00,C,139
2196,2196,2024-10-25 18:33:00,A,1813
2197,2197,2024-07-19 23:47:00,A,842
2198,2198,2025-05-16 12:44:00,C,1567
2199,2199,2025-01-06 05:47:00,A,1441
2200,2200,2024-06-08 04:24:00,A,480
2201,2201,2024-10-22 22:44:00,A,1999
2202,2202,2024-10-15 13:00:00,C,2399
2203,2203,2024-02-19 07:10:00,A,1076
2204,2204,2025-02-25 05:45:00,A,1963
2205,2205,2024-05-18 09:58:00,C,938
2206,2206,2025-01-08 05:52:00,A,1477
2207,2207,2025-08-07 12:29:00,B,1573
2208,2208,2024-11-29 14:47:00,C,2117
2209,2209,2024-10-17 01:23:00,A,1391
2210,2210,2025-04-01 01:24:00,A,1989
2211,2211,2024-08-13 03:34:00,C,190
2212,2212,2025-04-21 12:21:00,C,437
2213,2213,2024-04-25 09:29:00,A,2011
2214,2214,2025-03-23 16:42:00,A,2055
2215,2215,2024-09-06 12:29:00,A,999
2216,2216,2024-09-30 01:20:00,C,1980
2217,2217,2025-02-19 02:10:00,A,1400
2218,2218,2025-01-05 15:17:00,C,941
2219,2219,2025-05-28 12:35:00,C,1810
2220,2220,2024-06-20 23:21:00,A,148
2221,2221,2024-10-05 02:35:00,A,1226
2222,2222,2024-11-14 05:47:00,C,292
2223,2223,2024-08-16 02:51:00,A,699
2224,2224,2024-07-22 00:26:00,A,1713
2225,2225,2025-03-04 16:31:00,A,1627
2226,2226,2025-01-18 22:27:00,C,318
2227,2227,2025-03-21 09:18:00,A,1610
2228,2228,2025-01-24 14:46:00,A,1827
2229,2229,2025-02-24 01:53:00,A,104
2230,2230,2025-03-14 22:13:00,A,1635
2231,2231,2024-09-03 20:21:00,A,1866
2232,2232,2024-09-03 16:07:00,A,450
2233,2233,2024-12-16 13:54:00,A,1167
2234,2234,2025-02-12 23:57:00,A,1102
2235,2235,2024-11-02 12:01:00,A,1055
2236,2236,2024-11-12 05:30:00,A,701
2237,2237,2024-04-26 16:38:00,A,603
2238,2238,2024-09-08 02:27:00,A,874
2239,2239,2024-12-15 10:05:00,A,96
2240,2240,2024-10-21 06:02:00,C,2134
2241,2241,2024-11-26 03:54:00,A,1509
2242,2242,2024-12-17 18:37:00,A,1219
2243,2243,2025-04-19 17:21:00,A,918
2244,2244,2024-12-15 01:56:00,A,1041
2245,2245,2024-08-12 21:10:00,C,1975
2246,2246,2024-10-25 05:26:00,C,778
2247,2247,2025-04-09 02:48:00,A,466
2248,2248,2025-04-11 11:11:00,A,1663
2249,2249,2025-01-04 01:38:00,A,2018
2250,2250,2024-10-13 11:26:00,C,1505
2251,2251,2025-02-20 09:31:00,A,1381
2252,2252,2025-03-02 17:53:00,A,1564
2253,2253,2024-11-21 01:12:00,A,1254
2254,2254,2025-02-03 23:04:00,C,1266
2255,2255,2025-04-28 10:26:00,C,1704
2256,2256,2024-05-09 16:11:00,A,1220
2257,2257,2025-02-07 15:20:00,C,1552
2258,2258,2024-10-08 20:02:00,A,622
2259,2259,2025-07-28 11:31:00,A,202
2260,2260,2025-04-24 05:18:00,A,1563
2261,2261,2025-06-13 10:47:00,A,37
2262,2262,2024-09-13 01:29:00,C,1167
2263,2263,2025-04-28 19:41:00,A,698
2264,2264,2025-06-25 20:34:00,A,1358
2265,2265,2025-08-06 05:32:00,C,557
2266,2266,2025-07-05 13:31:00,A,897
2267,2267,2024-07-05 04:01:00,C,514
2268,2268,2024-06-02 04:00:00,A,890
2269,2269,2024-10-11 19:51:00,A,905
2270,2270,2025-03-11 01:58:00,A,2182
2271,2271,2024-11-20 14:20:00,A,318
2272,2272,2024-12-22 08:38:00,A,1348
2273,2273,2025-01-31 04:42:00,A,518
2274,2274,2024-09-27 01:27:00,A,312
2275,2275,2024-12-20 01:19:00,B,2257
2276,2276,2025-02-25 07:27:00,B,1287
2277,2277,2024-08-18 19:59:00,A,459
2278,2278,2024-09-13 20:53:00,A,53
2279,2279,2024-05-01 20:04:00,A,632
2280,2280,2025-07-18 01:33:00,A,1589
2281,2281,2024-07-26 13:40:00,A,1351
2282,2282,2024-04-09 06:37:00,A,1342
2283,2283,2025-05-31 05:53:00,A,1098
2284,2284,2025-03-25 18:12:00,A,663
2285,2285,2024-12-16 08:47:00,A,2245
2286,2286,2024-12-16 08:11:00,B,1107
2287,2287,2024-09-07 18:45:00,C,614
2288,2288,2025-01-29 06:29:00,C,1666
2289,2289,2024-09-05 10:56:00,A,392
2290,2290,2025-02-16 19:55:00,C,1820
2291,2291,2024-12-07 14:28:00,C,292
2292,2292,2024-07-23 10:30:00,A,1208
2293,2293,2024-09-17 07:23:00,A,2145
2294,2294,2024-12-14 20:00:00,A,578
2295,2295,2024-09-08 09:28:00,A,1121
2296,2296,2024-06-08 18:52:00,C,2364
2297,2297,2025-03-14 19:39:00,B,1891
2298,2298,2024-12-22 01:17:00,A,2149
2299,2299,2025-01-23 08:31:00,C,2088
2300,2300,2024-09-26 11:34:00,C,1564
2301,2301,2025-03-11 07:10:00,A,1892
2302,2302,2025-02-20 01:54:00,C,1154
2303,2303,2024-10-09 22:21:00,A,337
2304,2304,2025-07-15 09:51:00,A,2320
2305,2305,2024-07-04 00:27:00,A,724
2306,2306,2025-01-03 14:00:00,A,2446
2307,2307,2025-02-28 17:05:00,A,526
2308,2308,2024-06-26 21:14:00,C,56
2309,2309,2024-08-19 09:17:00,B,1684
2310,2310,2024-05-15 15:58:00,C,847
2311,2311,2025-01-19 14:15:00,C,2395
2312,2312,2024-11-23 23:39:00,A,1216
2313,2313,2025-01-27 10:57:00,A,493
2314,2314,2024-10-30 21:39:00,A,2048
2315,2315,2025-03-06 04:52:00,C,350
2316,2316,2025-02-03 03:20:00,A,1084
2317,2317,2025-02-27 16:18:00,A,497
2318,2318,2025-03-26 09:29:00,A,1582
2319,2319,2025-05-18 02:23:00,C,649
2320,2320,2024-07-29 08:16:00,B,2348
2321,2321,2024-12-25 17:49:00,A,1971
2322,2322,2025-01-16 19:10:00,B,2109
2323,2323,2025-03-04 16:48:00,C,1707
2324,2324,2024-03-27 17:35:00,A,617
2325,2325,2025-05-16 21:59:00,A,714
2326,2326,2024-11-22 16:39:00,A,415
2327,2327,2025-04-06 14:12:00,C,1261
2328,2328,2025-02-04 04:52:00,C,2154
2329,2329,2024-10-11 04:30:00,A,442
2330,2330,2025-05-31 11:27:00,A,113
2331,2331,2024-11-27 05:04:00,A,1646
2332,2332,2024-09-08 03:44:00,C,177
2333,2333,2025-03-25 22:18:00,A,2431
2334,2334,2024-03-16 09:30:00,A,590
2335,2335,2025-04-18 16:24:00,A,1930
2336,2336,2024-10-30 20:51:00,A,880
2337,2337,2024-10-11 22:28:00,C,1760
2338,2338,2024-09-30 17:57:00,A,394
2339,2339,2025-01-12 04:10:00,C,6
2340,2340,2025-09-10 04:13:00,A,2258
2341,2341,2024-03-12 03:40:00,C,9
2342,2342,2025-05-15 11:17:00,A,1899
2343,2343,2025-03-12 17:26:00,A,224
2344,2344,2024-07-17 02:42:00,A,2326
2345,2345,2024-05-31 03:11:00,C,639
2346,2346,2024-08-26 00:47:00,C,1581
2347,2347,2024-12-18 08:53:00,A,2090
2348,2348,2025-06-09 14:56:00,C,1352
2349,2349,2024-11-20 07:13:00,C,1994
2350,2350,2025-03-25 08:46:00,A,1215
2351,2351,2024-06-14 17:23:00,A,2358
2352,2352,2024-11-30 00:47:00,A,1917
2353,2353,2025-01-16 21:48:00,A,497
2354,2354,2024-10-18 15:18:00,A,541
2355,2355,2025-01-14 07:55:00,A,1643
2356,2356,2024-07-15 13:49:00,C,328
2357,2357,2024-05-21 14:29:00,A,2272
2358,2358,2024-10-03 03:07:00,A,1514
2359,2359,2025-05-21 10:38:00,A,1567
2360,2360,2024-08-25 01:03:00,A,1163
2361,2361,2025-07-11 13:25:00,A,1460
2362,2362,2024-12-26 01:46:00,B,1959
2363,2363,2024-04-11 03:02:00,C,1367
2364,2364,2025-07-26 04:40:00,A,890
2365,2365,2025-01-03 09:21:00,C,200
2366,2366,2024-12-05 01:51:00,A,2297
2367,2367,2024-11-26 02:45:00,C,957
2368,2368,2024-11-21 05:27:00,C,69
2369,2369,2025-02-10 18:13:00,A,1924
2370,2370,2024-06-05 21:55:00,A,392
2371,2371,2025-05-14 23:00:00,A,1388
2372,2372,2025-03-04 20:51:00,A,1214
2373,2373,2024-10-03 20:30:00,C,2080
2374,2374,2024-12-08 20:29:00,C,1482
2375,2375,2024-03-20 23:36:00,C,450
2376,2376,2024-04-25 00:42:00,A,897
2377,2377,2024-07-30 18:19:00,A,1388
2378,2378,2024-12-16 04:11:00,A,1115
2379,2379,2025-02-05 11:29:00,A,2164
2380,2380,2025-03-04 16:43:00,C,1579
2381,2381,2025-04-30 20:17:00,B,250
2382,2382,2025-01-25 09:20:00,A,79
2383,2383,2025-06-08 06:08:00,C,2303
2384,2384,2024-08-31 05:02:00,A,1098
2385,2385,2024-12-27 01:44:00,C,2107
2386,2386,2025-01-27 23:19:00,A,659
2387,2387,2025-08-12 13:33:00,A,2107
2388,2388,2025-05-29 10:56:00,A,2326
2389,2389,2024-10-03 12:05:00,C,1451
2390,2390,2024-09-27 10:06:00,A,2314
2391,2391,2024-10-26 14:38:00,A,1238
2392,2392,2025-07-08 06:05:00,C,2260
2393,2393,2025-01-26 04:02:00,A,1541
2394,2394,2024-12-30 19:07:00,C,1277
2395,2395,2025-06-03 10:57:00,B,1410
2396,2396,2025-07-08 01:46:00,A,1475
2397,2397,2025-03-10 07:48:00,A,747
2398,2398,2025-01-04 19:33:00,C,275
2399,2399,2024-07-17 04:58:00,C,60
2400,2400,2024-05-08 00:14:00,C,1740
2401,2401,2025-01-09 20:02:00,A,1003
2402,2402,2024-05-22 13:01:00,A,396
2403,2403,2024-02-06 05:47:00,A,1433
2404,2404,2025-04-13 18:08:00,A,1930
2405,2405,2025-07-01 07:04:00,A,2153
2406,2406,2025-04-13 03:48:00,C,1674
2407,2407,2024-03-20 09:54:00,A,2031
2408,2408,2024-12-31 16:25:00,A,9
2409,2409,2025-02-27 04:08:00,A,1432
2410,2410,2025-05-25 14:57:00,B,807
2411,2411,2024-06-06 01:27:00,A,1836
2412,2412,2024-09-05 12:50:00,C,941
2413,2413,2024-09-01 04:28:00,A,864
2414,2414,2024-09-30 09:14:00,A,1816
2415,2415,2025-02-19 09:55:00,A,610
2416,2416,2025-04-13 06:37:00,C,826
2417,2417,2025-01-03 05:53:00,A,335
2418,2418,2025-03-23 08:01:00,A,2229
2419,2419,2025-02-12 05:18:00,A,1811
2420,2420,2024-08-19 14:40:00,A,2197
2421,2421,2024-10-28 09:46:00,A,1336
2422,2422,2024-09-03 12:49:00,C,1164
2423,2423,2024-05-02 20:19:00,A,963
2424,2424,2024-08-30 07:23:00,A,1880
2425,2425,2025-08-16 05:12:00,A,1292
2426,2426,2025-01-28 19:34:00,A,1419
2427,2427,2025-06-09 05:40:00,A,2326
2428,2428,2025-02-21 10:39:00,C,2071
2429,2429,2024-09-15 16:04:00,A,2054
2430,2430,2024-07-28 10:34:00,A,896
2431,2431,2024-09-20 02:38:00,A,751
2432,2432,2024-06-24 16:30:00,C,1731
2433,2433,2024-10-20 07:42:00,C,2329
2434,2434,2025-05-13 02:32:00,A,1098
2435,2435,2024-11-01 00:44:00,A,211
2436,2436,2025-04-11 22:13:00,A,260
2437,2437,2025-01-15 10:45:00,C,895
2438,2438,2024-08-13 12:07:00,A,1413
2439,2439,2025-03-05 13:23:00,A,227
2440,2440,2024-06-23 05:38:00,A,940
2441,2441,2025-05-31 13:45:00,B,2200
2442,2442,2025-02-11 05:46:00,A,2377
2443,2443,2025-01-13 09:45:00,C,630
2444,2444,2025-03-02 15:08:00,A,173
2445,2445,2025-01-23 06:26:00,C,1632
2446,2446,2025-03-29 23:49:00,C,2187
2447,2447,2025-01-26 17:09:00,A,122
2448,2448,2024-09-06 01:41:00,A,612
2449,2449,2024-10-09 04:35:00,B,1640
2450,2450,2024-08-06 21:02:00,C,1841
2451,2451,2025-02-16 04:57:00,C,975
2452,2452,2024-09-09 22:43:00,A,2444
2453,2453,2024-05-13 14:04:00,A,1863
2454,2454,2025-03-14 07:55:00,C,125
2455,2455,2025-01-21 01:30:00,A,752
2456,2456,2025-04-07 07:15:00,A,1807
2457,2457,2025-04-08 07:29:00,C,667
2458,2458,2024-09-30 08:45:00,A,892
2459,2459,2025-03-19 18:05:00,A,1336
2460,2460,2025-05-17 22:36:00,A,1770
2461,2461,2025-03-15 18:32:00,A,1677
2462,2462,2025-06-06 00:04:00,A,1028
2463,2463,2025-05-26 07:07:00,A,2100
2464,2464,2024-11-21 19:01:00,B,725
2465,2465,2025-08-30 08:47:00,B,1958
2466,2466,2025-03-19 13:48:00,B,1861
2467,2467,2025-08-10 03:54:00,C,298
2468,2468,2024-09-11 05:27:00,C,902
2469,2469,2025-01-05 13:35:00,C,238
2470,2470,2024-12-07 01:20:00,A,1051
2471,2471,2024-12-20 21:20:00,A,1335
2472,2472,2024-11-10 07:45:00,A,698
2473,2473,2025-03-07 12:22:00,A,897
2474,2474,2025-05-03 09:15:00,C,1832
2475,2475,2025-01-04 01:11:00,A,557
2476,2476,2025-01-12 03:33:00,A,768
2477,2477,2025-02-02 05:49:00,A,302
2478,2478,2024-07-10 03:58:00,A,1167
2479,2479,2024-11-28 05:58:00,A,2354
2480,2480,2025-05-02 00:11:00,C,2075
2481,2481,2024-08-16 04:29:00,C,174
2482,2482,2024-05-23 22:01:00,A,398
2483,2483,2024-10-30 22:31:00,C,822
2484,2484,2025-04-25 23:51:00,C,1287
2485,2485,2024-08-17 09:08:00,C,319
2486,2486,2024-11-20 05:52:00,A,2071
2487,2487,2025-04-02 05:13:00,A,1569
2488,2488,2025-02-23 06:44:00,A,2247
2489,2489,2025-07-27 08:48:00,C,1957
2490,2490,2025-01-02 00:47:00,A,427
2491,2491,2025-03-15 00:53:00,C,603
2492,2492,2025-06-23 06:19:00,A,242
2493,2493,2025-02-21 18:06:00,A,1522
2494,2494,2024-07-09 05:17:00,A,2208
2495,2495,2024-07-11 05:27:00,A,112
2496,2496,2024-05-20 18:15:00,A,748
